checkpoint_fold	expert_id	mode	model	coverage	retained_samples	retained_actual_MAE	rejected_actual_MAE	random_expected_MAE	improvement_vs_random
0	moddrop_seed1111	LAV	R0_global	0.1	153	0.4668997057	0.5740102526	0.5632991979	0.09639949216
0	moddrop_seed1111	LAV	R0_global	0.2	306	0.5298035675	0.5716731055	0.5632991979	0.03349563041
0	moddrop_seed1111	LAV	R0_global	0.3	459	0.5374857844	0.5743620894	0.5632991979	0.02581341348
0	moddrop_seed1111	LAV	R0_global	0.5	765	0.5251388251	0.6014595706	0.5632991979	0.03816037272
0	moddrop_seed1111	LAV	R0_global	0.7	1071	0.5414696848	0.6142347283	0.5632991979	0.02182951304
0	moddrop_seed1111	LAV	R0_global	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	R0_mode	0.1	153	0.4668997057	0.5740102526	0.5632991979	0.09639949216
0	moddrop_seed1111	LAV	R0_mode	0.2	306	0.5298035675	0.5716731055	0.5632991979	0.03349563041
0	moddrop_seed1111	LAV	R0_mode	0.3	459	0.5374857844	0.5743620894	0.5632991979	0.02581341348
0	moddrop_seed1111	LAV	R0_mode	0.5	765	0.5251388251	0.6014595706	0.5632991979	0.03816037272
0	moddrop_seed1111	LAV	R0_mode	0.7	1071	0.5414696848	0.6142347283	0.5632991979	0.02182951304
0	moddrop_seed1111	LAV	R0_mode	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	R1	0.1	153	0.3762150379	0.5840863268	0.5632991979	0.1870841599
0	moddrop_seed1111	LAV	R1	0.2	306	0.4243067084	0.5980473202	0.5632991979	0.1389924894
0	moddrop_seed1111	LAV	R1	0.3	459	0.4448560938	0.6140605282	0.5632991979	0.1184431041
0	moddrop_seed1111	LAV	R1	0.5	765	0.4974916021	0.6291067936	0.5632991979	0.06580759572
0	moddrop_seed1111	LAV	R1	0.7	1071	0.5300486344	0.640883846	0.5632991979	0.0332505635
0	moddrop_seed1111	LAV	R1	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	R2	0.1	153	0.3344403005	0.5887279642	0.5632991979	0.2288588974
0	moddrop_seed1111	LAV	R2	0.2	306	0.3985606606	0.6044838322	0.5632991979	0.1647385372
0	moddrop_seed1111	LAV	R2	0.3	459	0.4363314376	0.6177139523	0.5632991979	0.1269677602
0	moddrop_seed1111	LAV	R2	0.5	765	0.4748594451	0.6517389506	0.5632991979	0.08843975275
0	moddrop_seed1111	LAV	R2	0.7	1071	0.5057613849	0.6975540948	0.5632991979	0.05753781297
0	moddrop_seed1111	LAV	R2	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	N3_output_only	0.1	153	0.3762150379	0.5840863268	0.5632991979	0.1870841599
0	moddrop_seed1111	LAV	N3_output_only	0.2	306	0.4243067084	0.5980473202	0.5632991979	0.1389924894
0	moddrop_seed1111	LAV	N3_output_only	0.3	459	0.4448560938	0.6140605282	0.5632991979	0.1184431041
0	moddrop_seed1111	LAV	N3_output_only	0.5	765	0.4974916021	0.6291067936	0.5632991979	0.06580759572
0	moddrop_seed1111	LAV	N3_output_only	0.7	1071	0.5300486344	0.640883846	0.5632991979	0.0332505635
0	moddrop_seed1111	LAV	N3_output_only	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	N2_length_mask_only	0.1	153	0.5500504399	0.5647712821	0.5632991979	0.01324875798
0	moddrop_seed1111	LAV	N2_length_mask_only	0.2	306	0.5775836833	0.5597280765	0.5632991979	-0.01428448546
0	moddrop_seed1111	LAV	N2_length_mask_only	0.3	459	0.5687914203	0.5609453882	0.5632991979	-0.005492222473
0	moddrop_seed1111	LAV	N2_length_mask_only	0.5	765	0.5587454965	0.5678528992	0.5632991979	0.004553701327
0	moddrop_seed1111	LAV	N2_length_mask_only	0.7	1071	0.5477290643	0.5996295096	0.5632991979	0.01557013359
0	moddrop_seed1111	LAV	N2_length_mask_only	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	N5_label_bin_prior	0.1	153	0.3879831672	0.5827787568	0.5632991979	0.1753160307
0	moddrop_seed1111	LAV	N5_label_bin_prior	0.2	306	0.4309747591	0.5963803076	0.5632991979	0.1323244388
0	moddrop_seed1111	LAV	N5_label_bin_prior	0.3	459	0.4349134528	0.6183216601	0.5632991979	0.1283857451
0	moddrop_seed1111	LAV	N5_label_bin_prior	0.5	765	0.4988933391	0.6277050566	0.5632991979	0.06440585874
0	moddrop_seed1111	LAV	N5_label_bin_prior	0.7	1071	0.5433681659	0.6098049392	0.5632991979	0.019931032
0	moddrop_seed1111	LAV	N5_label_bin_prior	1	1530	0.5632991979	0	0.5632991979	0
0	moddrop_seed1111	LAV	N1_matched_gaussian	0.1	153	0.5626564261	0.563370617	0.5632991979	0.0006427718119
0	moddrop_seed1111	LAV	N1_matched_gaussian	0.2	306	0.5311656627	0.5713325817	0.5632991979	0.03213353518
0	moddrop_seed1111	LAV	N1_matched_gaussian	0.3	459	0.5340079614	0.5758525849	0.5632991979	0.0292912365
