checkpoint_fold	expert_id	mode	proxy	Error_Spearman	Error_Pearson	bad20_AUROC	bad10_AUROC	confident_wrong_AUROC
1	moddrop_seed1111	LAV	active_head_std	0.05610923914	0.03906197599	0.52521487	0.5411471868	0.2228811841
1	moddrop_seed1111	LAV	submode_prediction_variance	0.02497183347	0.05694278425	0.5137797896	0.5168180093	0.3368055556
1	moddrop_seed1111	LAV	hidden_centroid_distance	0.1601601558	0.09288171142	0.5778931641	0.5650164968	0.2187753447
1	moddrop_seed1111	LAV	hidden_diagonal_mahalanobis	0.07041318996	0.05323469017	0.5495606444	0.5604762183	0.2566909976
1	moddrop_seed1111	LAV	hidden_knn30_distance	0.1195565595	0.07948086993	0.5637805293	0.5705422056	0.2400395377
1	moddrop_seed1111	LAV	hidden_nearest_source_distance	0.09482798486	0.0674982608	0.5525044749	0.5776008059	0.3003598946
1	moddrop_seed1111	LA	active_head_std	0.04255573389	0.01615281372	0.5302073337	0.5658647387	0.2060271647
1	moddrop_seed1111	LA	submode_prediction_variance	-0.03171057569	-0.01297377645	0.5120888849	0.5144942591	0.3762026033
1	moddrop_seed1111	LA	hidden_centroid_distance	0.1582779067	0.09558819574	0.5783024974	0.5797080373	0.2414968874
1	moddrop_seed1111	LA	hidden_diagonal_mahalanobis	0.08062505228	0.06435194745	0.5715699184	0.5840016066	0.2690011319
1	moddrop_seed1111	LA	hidden_knn30_distance	0.1169080137	0.07560771807	0.5730019863	0.592380992	0.2363893605
1	moddrop_seed1111	LA	hidden_nearest_source_distance	0.08514473719	0.0755611766	0.5653208948	0.5955180676	0.3107668364
1	moddrop_seed1111	LV	active_head_std	0.08346620199	0.0461071567	0.5396291126	0.5469650876	0.2073995473
1	moddrop_seed1111	LV	submode_prediction_variance	0.04756353155	0.07031337728	0.501981268	0.5142981312	0.3126627051
1	moddrop_seed1111	LV	hidden_centroid_distance	0.1750040458	0.09733954217	0.5797310279	0.5811748515	0.2403508772
1	moddrop_seed1111	LV	hidden_diagonal_mahalanobis	0.09669680307	0.07929019053	0.5579821085	0.5860712734	0.2636813809
1	moddrop_seed1111	LV	hidden_knn30_distance	0.1435723964	0.08786416967	0.5697008585	0.590069535	0.2454725523
1	moddrop_seed1111	LV	hidden_nearest_source_distance	0.1236450785	0.08595026155	0.5621810459	0.5837606838	0.3181663837
1	moddrop_seed1111	L	active_head_std	0.10698463	0.07859008289	0.5692604406	0.5935507499	0.2033440257
1	moddrop_seed1111	L	submode_prediction_variance	0	0	0.5	0.5	0.5
1	moddrop_seed1111	L	hidden_centroid_distance	0.1806228546	0.09515192183	0.5798883614	0.5865015696	0.1697674419
1	moddrop_seed1111	L	hidden_diagonal_mahalanobis	0.1046036243	0.09778441339	0.5827794674	0.6018276945	0.3303368083
1	moddrop_seed1111	L	hidden_knn30_distance	0.1307034072	0.1072045609	0.5887842148	0.6111161493	0.3174979952
1	moddrop_seed1111	L	hidden_nearest_source_distance	0.1222450962	0.106739055	0.5867239077	0.6104848273	0.3715396953
