Candidate	Status	SelectedEpoch	J	DeltaJ	WallSeconds	Retained
stage20_sao_pm_seed1111	FULL_SEED1_FAIL	9	0.5213337540626526	0.005840341250101799	5004.325314074056	none
stage20_safe_full_seed1111	FULL_SEED1_FAIL	9	0.5187691450119019	0.003275732199351067	5077.001998799969	none
