mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LAV	0.9026436446	1.230706751	-0.5294713136	-0.4426397239	-0.3497628829	1	inner_train
