algorithm	parameter	inner_valid_AUROC	inner_valid_AUPRC
logistic	0.1	0.8718239136	0.2300035336
logistic	1.0	0.8702193529	0.2315507638
logistic	10.0	0.8696907917	0.240357612
hgb	fixed	0.8655000566	0.2350607631
