mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LA	0.9028388265	1.233955109	-0.4953120906	-0.416585821	-0.3336970114	1	inner_train
