SplitSeed	Control	PairCount	PositiveFractionP1	PositiveFractionControl	KS	Wasserstein	MaxQuantileDifference
2101	P2	23571	0.5113062661745366	0.5113062661745366	0.02422468287302204	0.000544463516996127	0.0
2101	P3	23571	0.5113062661745366	0.5113062661745366	0.02422468287302204	8.442158002526525e-09	0.0
2102	P2	23273	0.5114510376831521	0.5114510376831521	0.02354659906329215	0.00041536885664119016	0.0
2102	P3	23273	0.5114510376831521	0.5114510376831521	0.02354659906329215	8.135996863747736e-09	0.0
