checkpoint_fold	expert_id	mode	confidence_bottom_percent	error_top_percent	event_count	event_prevalence	R2_AUROC	R2_AUPRC	R2_recall_at_precision_0p8
0	moddrop_seed1114	LAV	20	10	13	0.008496732026	0.8987880939	0.04302858717	0
0	moddrop_seed1114	LAV	20	20	29	0.01895424837	0.8852489145	0.0797000677	0
0	moddrop_seed1114	LAV	30	10	29	0.01895424837	0.9168370512	0.1321957414	0
0	moddrop_seed1114	LAV	30	20	52	0.0339869281	0.8993442282	0.1736627005	0
0	moddrop_seed1114	LAV	40	10	37	0.02418300654	0.8355207183	0.1139119948	0
0	moddrop_seed1114	LAV	40	20	75	0.04901960784	0.7855945017	0.1482294977	0
0	moddrop_seed1114	LA	20	10	22	0.01437908497	0.9112912949	0.1027075423	0
0	moddrop_seed1114	LA	20	20	35	0.02287581699	0.8999904443	0.1198025458	0
0	moddrop_seed1114	LA	30	10	40	0.02614379085	0.9182718121	0.2321335321	0.05
0	moddrop_seed1114	LA	30	20	64	0.04183006536	0.9098951228	0.2532188059	0.03125
0	moddrop_seed1114	LA	40	10	50	0.03267973856	0.8295810811	0.1973347335	0.04
0	moddrop_seed1114	LA	40	20	87	0.0568627451	0.7887144439	0.2109708177	0.02298850575
0	moddrop_seed1114	LV	20	10	18	0.01176470588	0.9126249265	0.08026757778	0
0	moddrop_seed1114	LV	20	20	35	0.02287581699	0.8877018634	0.102533961	0
0	moddrop_seed1114	LV	30	10	26	0.01699346405	0.9235116612	0.1638410956	0.03846153846
0	moddrop_seed1114	LV	30	20	51	0.03333333333	0.9034986544	0.1902636865	0.01960784314
0	moddrop_seed1114	LV	40	10	37	0.02418300654	0.775112688	0.1260244489	0.02702702703
0	moddrop_seed1114	LV	40	20	73	0.0477124183	0.760861594	0.158541096	0.01369863014
0	moddrop_seed1114	L	20	10	23	0.01503267974	0.9221026514	0.1377380295	0
0	moddrop_seed1114	L	20	20	46	0.03006535948	0.894615024	0.1511296423	0
0	moddrop_seed1114	L	30	10	31	0.02026143791	0.896274936	0.1276170675	0
0	moddrop_seed1114	L	30	20	62	0.04052287582	0.8710556386	0.1560063973	0
0	moddrop_seed1114	L	40	10	43	0.02810457516	0.8577282182	0.123633386	0
0	moddrop_seed1114	L	40	20	84	0.05490196078	0.8348152539	0.1619761582	0
