Epoch,GlobalOptimizerStep,JValid,LearningRate,TrainBatches,TrainSamples,SamplesPerSecond,EpochWallSeconds,PeakGPUMemoryBytes,GradientNormBeforeClip,ScalerScale,SampledLA,SampledLV,SampledL,full_loss,missing_loss,kd_loss,total_loss,L_reg,L_Acc2,L_Acc5,L_Acc7,weighted_reg,weighted_ordinal,supervised_gradient_norm,kd_gradient_norm,gradient_cosine,LAV_acc_7,LAV_acc_5,LAV_acc_2,LAV_F1_score,LAV_Corr,LAV_MAE,LAV_Loss,LAV_PredictionStd,LA_acc_7,LA_acc_5,LA_acc_2,LA_F1_score,LA_Corr,LA_MAE,LA_Loss,LA_PredictionStd,LV_acc_7,LV_acc_5,LV_acc_2,LV_F1_score,LV_Corr,LV_MAE,LV_Loss,LV_PredictionStd,L_acc_7,L_acc_5,L_acc_2,L_F1_score,L_Corr,L_MAE,L_Loss,L_PredictionStd
11,1133,0.5385557810465496,0.0001,1021,16326,64.12704720161065,254.58836384397,4010314240,63.271391466630504,256.0,5428,5492,5406,0.9281307721289785,0.8916534352956392,0.11069817795991956,1.9304823845070327,0.11069817795991956,0.0,0.0,0.0,0.11069817795991956,0.0,40.14091732720418,1.2187920296172963,-0.32502922380782107,0.530197755211117,0.547300908605024,0.849095966620306,0.8482609274787194,0.7438908822736151,0.5414437651634216,0.5413956996212658,0.9743690490722656,0.5269909139497595,0.5446285408872261,0.849095966620306,0.8481833922072743,0.7432334621254268,0.5368020534515381,0.5367463297314115,0.947372555732727,0.5269909139497595,0.5451630144307856,0.8511821974965229,0.8501660598515908,0.74353971171636,0.5364958643913269,0.5364407474159175,0.944959282875061,0.5269909139497595,0.5456974879743453,0.8525730180806675,0.8514101564993526,0.7427738179374874,0.533705472946167,0.5336440541805365,0.9219237565994263
12,1236,0.5367662608623505,0.0001,1021,16326,64.79212459869177,251.9750683880411,4010314240,59.29804117270748,256.0,5458,5306,5562,0.8924192607286044,0.8569216959098177,0.11205178516917842,1.861392745074983,0.11205178516917842,0.0,0.0,0.0,0.11205178516917842,0.0,43.03383810091509,1.5640832294004208,-0.01859198866857948,0.5237840726884019,0.5419561731694281,0.8386648122392212,0.8388797615970436,0.7377823999211052,0.5378835201263428,0.5378368856051029,0.9015543460845947,0.5227151256012827,0.5403527525387494,0.8365785813630042,0.8368318812239985,0.7369876045294852,0.5361327528953552,0.5360770549020196,0.8784348964691162,0.5232495991448424,0.5408872260823089,0.8379694019471489,0.838149807039546,0.7372452047262087,0.5358274579048157,0.5357730910818801,0.8776494264602661,0.5253874933190807,0.5414216996258685,0.8365785813630042,0.8368318812239985,0.7363889582731995,0.5349867939949036,0.5349251612638816,0.8579778671264648
13,1339,0.5304660300413768,5e-05,1021,16326,68.13952962096813,239.59660592,4010314240,53.75990599806179,256.0,5481,5542,5303,0.8362001252454595,0.8108649324483432,0.11396853346468828,1.7610335874861065,0.11396853346468828,0.0,0.0,0.0,0.11396853346468828,0.0,39.68118411250286,1.8516233871464471,-0.22187191662633143,0.518439337252806,0.5339390700160342,0.8456189151599444,0.8456882533193457,0.7370368052653342,0.5304988622665405,0.5303895863202902,0.8003314137458801,0.5152324959914484,0.5291288081239979,0.8393602225312935,0.8386338370798151,0.7369119215284607,0.5305659770965576,0.530451457724612,0.7811560034751892,0.51309460181721,0.5269909139497595,0.8442280945757997,0.8442280945757997,0.7370436910826057,0.5300209522247314,0.5299042264620463,0.7787604928016663,0.5120256547300909,0.5253874933190807,0.8407510431154381,0.8401887218515979,0.7366896991494893,0.5307126641273499,0.5305922833772806,0.7628311514854431
14,1442,0.5374950170516968,5e-05,1021,16326,69.67103634213538,234.32980023301207,4010314240,87.29836237182118,256.0,5463,5347,5516,0.7410997473411298,0.7186697983893545,0.1145125640926556,1.5742821072854911,0.1145125640926556,0.0,0.0,0.0,0.1145125640926556,0.0,41.1602796438717,0.9335193434849061,-0.1286046894209507,0.5248530197755211,0.5408872260823089,0.8539638386648123,0.8523286901078382,0.7408303455374396,0.539422869682312,0.5393820634255042,0.9230061769485474,0.5221806520577231,0.5392838054516301,0.8546592489568846,0.8529071509388979,0.740379917018281,0.5362791419029236,0.5362308713106009,0.8987850546836853,0.5232495991448424,0.5403527525387494,0.8574408901251739,0.8555564108561765,0.7404670339012007,0.536213219165802,0.5361650046120342,0.8973311185836792,0.5248530197755211,0.5408872260823089,0.8560500695410292,0.8541472051084319,0.7399783043940152,0.534209132194519,0.5341546774929405,0.8771466612815857
15,1545,0.5274250010649364,5e-05,1021,16326,69.46736135595272,235.01684414793272,4010314240,54.53720042558695,256.0,5389,5395,5542,0.5712321502221319,0.5353736864014307,0.117198518983633,1.223804354609285,0.117198518983633,0.0,0.0,0.0,0.117198518983633,0.0,32.2405849727154,1.0890110060596754,-0.28696081291646414,0.5269909139497595,0.5430251202565473,0.847009735744089,0.8468699847719303,0.7408778379816584,0.5282124280929565,0.5281358027560079,0.8580493927001953,0.5264564404061999,0.5430251202565473,0.8463143254520167,0.8458465779257768,0.7405520997592979,0.5271084308624268,0.5270260839890211,0.8380747437477112,0.5285943345804383,0.5440940673436665,0.8463143254520167,0.846279521282847,0.7407510014781801,0.5265740156173706,0.5264906488422655,0.8370159864425659,0.5275253874933191,0.5419561731694281,0.8442280945757997,0.8437916675316047,0.7402860765384417,0.5262302756309509,0.5261426588408967,0.8207703828811646
16,1648,0.5321571330229442,5e-05,1021,16326,69.41688900467726,235.18772248900495,4010314240,64.70405642285685,256.0,5424,5486,5416,0.504171193521707,0.4667159418605567,0.11864356707916554,1.0895307008888533,0.11864356707916554,0.0,0.0,0.0,0.11864356707916554,0.0,26.211474335123985,1.900792428220886,-0.18171334578149487,0.5280598610368786,0.5451630144307856,0.849095966620306,0.8495858882052179,0.7432177634233722,0.5333619713783264,0.5333122682367635,0.9012717008590698,0.5264564404061999,0.5446285408872261,0.8504867872044506,0.8509098868813553,0.7428662383808741,0.5313456058502197,0.5312891194963048,0.881264328956604,0.5285943345804383,0.5467664350614645,0.8511821974965229,0.8516344292466098,0.7428735293393425,0.5314047336578369,0.5313485781861167,0.8808325529098511,0.5280598610368786,0.5451630144307856,0.8497913769123783,0.8502478351274194,0.7424832616797302,0.5301065444946289,0.5300447214872409,0.8639887571334839
17,1751,0.527349054813385,5e-05,1021,16326,69.28352885304012,235.64042284700554,4010314240,47.37954441718185,256.0,5441,5368,5517,0.4788801270764208,0.4508274349654923,0.12030106850778438,1.0500086300753706,0.12030106850778438,0.0,0.0,0.0,0.12030106850778438,0.0,29.321597380405667,1.671307597967771,0.27841088736315833,0.5280598610368786,0.5440940673436665,0.8567454798331016,0.8548096247784802,0.7423946772239629,0.5282876491546631,0.5282141408349714,0.8734747171401978,0.5334045964724746,0.5483698556921432,0.8525730180806675,0.850315929663619,0.7422014316539438,0.5268212556838989,0.5267425151462228,0.8556087017059326,0.5323356493853554,0.5483698556921432,0.8539638386648123,0.851816322938065,0.7422097606938046,0.5265882015228271,0.5265088330986153,0.8545522689819336,0.5339390700160342,0.5489043292357029,0.8532684283727399,0.8509773226262023,0.74195997631751,0.5258219242095947,0.5257383732714205,0.8395852446556091
18,1854,0.5232486724853516,5e-05,1021,16326,69.70814056181251,234.2050715739606,4010314240,39.878713004128066,256.0,5483,5409,5434,0.46152398289417546,0.4317541188842286,0.12067976617505163,1.0139578655872943,0.12067976617505163,0.0,0.0,0.0,0.12067976617505163,0.0,24.64598570757189,1.5009771249875465,0.13895742168522146,0.5312667022982362,0.5478353821485836,0.8581363004172462,0.8570928641772323,0.7433086104477581,0.523646354675293,0.5235583135205456,0.8315679430961609,0.5307322287546766,0.547300908605024,0.8574408901251739,0.8562011107240506,0.743212853297567,0.5229940414428711,0.5229013396633996,0.8166719675064087,0.5296632816675575,0.5456974879743453,0.8581363004172462,0.8570928641772323,0.7431640844970361,0.5228894352912903,0.5227964461868645,0.8165572285652161,0.532870122928915,0.5478353821485836,0.8581363004172462,0.856863933586217,0.7430353827991389,0.5226694941520691,0.5225727476625361,0.8040593862533569
19,1957,0.5314487218856812,5e-05,1021,16326,70.9634877921014,230.06197320506908,4010314240,47.4018608340015,256.0,5449,5360,5517,0.4622711609031031,0.437005676569948,0.12158153049217266,1.0208583679652237,0.12158153049217266,0.0,0.0,0.0,0.12158153049217266,0.0,18.880606104173808,1.2724783305434453,-7.33346011951734e-05,0.5291288081239979,0.5467664350614645,0.8539638386648123,0.8534838676718012,0.7420658311791796,0.5324622392654419,0.5323937351887043,0.9001156091690063,0.5280598610368786,0.5451630144307856,0.8525730180806675,0.8518693801241917,0.7417815253334815,0.5308980941772461,0.5308253459441357,0.8837137222290039,0.5253874933190807,0.5424906467129877,0.8553546592489569,0.8548083613713874,0.7418358959874135,0.5306934118270874,0.5306202970508836,0.8832670450210571,0.5275253874933191,0.5435595938001069,0.8539638386648123,0.853192963204954,0.7415100643819099,0.5297141075134277,0.5296374480439048,0.8695961833000183
20,2060,0.5275164544582367,5e-05,1021,16326,71.6231073941517,227.9431962990202,4010314240,62.41298761500275,256.0,5525,5430,5371,0.4503582104471358,0.42387107531307494,0.12158039338288357,0.9958096785538344,0.12158039338288357,0.0,0.0,0.0,0.12158039338288357,0.0,22.508668496190747,2.6333774502569627,-0.09690635429038026,0.535542490646713,0.55264564404062,0.8567454798331016,0.8548937898129784,0.743083837686456,0.5281437635421753,0.5280672123289516,0.8690711855888367,0.535542490646713,0.5521111704970604,0.8553546592489569,0.8534000094850673,0.7428398378361637,0.5270212888717651,0.5269402278284742,0.8537936806678772,0.5366114377338321,0.5531801175841796,0.8553546592489569,0.8534000094850673,0.7428462569417358,0.5271487236022949,0.5270684351268996,0.8533860445022583,0.5360769641902726,0.5510422234099412,0.8539638386648123,0.8519037719080521,0.7425775685087744,0.5264974236488342,0.5264133367782984,0.8407368659973145
21,2163,0.5266557534535725,5e-05,1021,16326,72.10172299988946,226.43009556201287,4010314240,54.71489044088216,512.0,5421,5515,5390,0.43848373839425525,0.4112983859134117,0.12153426332565263,0.9713163890754558,0.12153426332565263,0.0,0.0,0.0,0.12153426332565263,0.0,31.23184818290283,1.8482867979652693,0.4595957640961727,0.5307322287546766,0.5467664350614645,0.849095966620306,0.8496480323735006,0.7413458137852426,0.5274076461791992,0.5273307419230795,0.8753711581230164,0.5318011758417959,0.5478353821485836,0.849095966620306,0.8495858882052179,0.7412188950630629,0.5262224674224854,0.5261409313250811,0.8596159219741821,0.5312667022982362,0.547300908605024,0.849095966620306,0.8497094373160682,0.7411425661679688,0.5261810421943665,0.526099179035578,0.8591724038124084,0.5323356493853554,0.5478353821485836,0.849095966620306,0.8496480323735006,0.7409992656621719,0.5253080725669861,0.5252224629760808,0.8462162613868713
22,2266,0.5333910882472992,5e-05,1021,16326,71.8512275445338,227.21950040303636,4010314240,40.419924157026976,512.0,5446,5443,5437,0.4253989470927419,0.39623740033760124,0.1225538727308347,0.9441902202560433,0.1225538727308347,0.0,0.0,0.0,0.1225538727308347,0.0,28.34175536819691,1.0212756785230042,-0.5321564385166637,0.5168359166221272,0.5339390700160342,0.8588317107093185,0.8582636720114974,0.7415087515861435,0.5345326662063599,0.5344741902290246,0.9103500843048096,0.5179048637092464,0.5339390700160342,0.8546592489568846,0.8537803178401858,0.7413155987159334,0.5326331853866577,0.5325701776732746,0.8940311074256897,0.5189738107963656,0.535542490646713,0.8588317107093185,0.8579780120648695,0.74130197058877,0.5327116847038269,0.5326489095504467,0.894095242023468,0.518439337252806,0.5344735435595938,0.8525730180806675,0.8511698519844575,0.7410770583339323,0.531403660774231,0.5313373816828443,0.8803468942642212
23,2369,0.5268151362737019,5e-05,1021,16326,71.86250307944036,227.18384870502632,4010314240,40.7990200140942,512.0,5370,5593,5363,0.4074168274148087,0.38245322011652,0.1227644393631019,0.912634486929093,0.1227644393631019,0.0,0.0,0.0,0.1227644393631019,0.0,27.84730720059627,1.7448433557661194,0.3512512015103709,0.5334045964724746,0.549973276322822,0.8560500695410292,0.8548760155691043,0.7400745657887959,0.5275898575782776,0.5275274415810903,0.8785359263420105,0.530197755211117,0.5483698556921432,0.8539638386648123,0.8527333939801252,0.7400685283415012,0.5262346267700195,0.526167354777328,0.8631430268287659,0.5291288081239979,0.547300908605024,0.8546592489568846,0.8533159168881382,0.7400046542849873,0.5264200568199158,0.5263531997672513,0.8628824949264526,0.530197755211117,0.5462319615179049,0.8546592489568846,0.8533159168881382,0.7399311488754109,0.5254665613174438,0.525395802453033,0.8501860499382019
24,2472,0.5290587047735851,2.5e-05,1021,16326,70.31672889687324,232.17803621501662,4010314240,43.280425145420175,512.0,5446,5450,5430,0.40222906786127494,0.3745155149339228,0.12368557260104479,0.9004301548179287,0.12368557260104479,0.0,0.0,0.0,0.12368557260104479,0.0,23.57381242985491,1.9326424568140819,-0.3789600039226889,0.532870122928915,0.5494388027792624,0.8442280945757997,0.8458996054432247,0.7386924513095094,0.529928982257843,0.529843039237536,0.88258957862854,0.532870122928915,0.5494388027792624,0.8442280945757997,0.8458996054432247,0.738629095366527,0.528565526008606,0.5284757504605839,0.8680086731910706,0.5323356493853554,0.5494388027792624,0.8456189151599444,0.8471762041491648,0.7385835172653378,0.5285121202468872,0.5284223480102344,0.8675299286842346,0.532870122928915,0.5478353821485836,0.8456189151599444,0.847125488015031,0.7384631298897136,0.5274876356124878,0.5273947247073182,0.8553975224494934
25,2575,0.5295650561650593,2.5e-05,1021,16326,72.54381376214857,225.05020366900135,4010314240,30.350177951070897,512.0,5352,5474,5500,0.3725911823998002,0.34670067027605245,0.12410572325914777,0.84339757662095,0.12410572325914777,0.0,0.0,0.0,0.12410572325914777,0.0,31.722006632713942,1.300213378671531,0.20567283074798395,0.5307322287546766,0.5478353821485836,0.8560500695410292,0.8553991527078861,0.7397952358839995,0.530490517616272,0.5304164532412831,0.8882068395614624,0.5307322287546766,0.547300908605024,0.8574408901251739,0.856354477891899,0.7396420290887177,0.5290863513946533,0.5290089886412661,0.8742333054542542,0.530197755211117,0.5467664350614645,0.8560500695410292,0.8553267115754567,0.7395951521381238,0.5288714170455933,0.5287930639381082,0.8736217617988586,0.5307322287546766,0.5456974879743453,0.8581363004172462,0.8570173204050374,0.7394162317702976,0.527961015701294,0.5278802669455862,0.8622701168060303
26,2678,0.5321809252103169,2.5e-05,1021,16326,71.7407039403596,227.5695544090122,4010314240,35.21516552848492,512.0,5406,5484,5436,0.3154274743637772,0.2919276667198752,0.12452254973782498,0.7318776899056617,0.12452254973782498,0.0,0.0,0.0,0.12452254973782498,0.0,20.281674771077828,2.1613809313560752,0.3403192706792832,0.5291288081239979,0.5462319615179049,0.8511821974965229,0.8518171924919872,0.7394865653912845,0.5333225727081299,0.5332590912142371,0.9185754656791687,0.5280598610368786,0.5467664350614645,0.849095966620306,0.8497701057080524,0.7393247258473942,0.5314978361129761,0.5314303774100083,0.9037932753562927,0.5296632816675575,0.547300908605024,0.8553546592489569,0.8559133457726795,0.7392937097188422,0.5314483642578125,0.5313804073211474,0.9033252000808716,0.5280598610368786,0.5446285408872261,0.8532684283727399,0.8538649367451169,0.7390844361160541,0.5301716327667236,0.5301006915222886,0.891339123249054
27,2781,0.5272823373476665,2.5e-05,1021,16326,72.2119842557936,226.0843570010038,4010314240,40.482108215731884,512.0,5529,5416,5381,0.3031981963952538,0.2781561738159234,0.12498771797511708,0.7063420886040668,0.12498771797511708,0.0,0.0,0.0,0.12498771797511708,0.0,30.863000741320885,1.2716277815040726,0.5253079603508609,0.5275253874933191,0.5440940673436665,0.8484005563282336,0.8495115900515033,0.740266095905142,0.5279020667076111,0.5278181285939665,0.873080313205719,0.5237840726884019,0.5408872260823089,0.849095966620306,0.8502292490032641,0.7401099862980773,0.5269700884819031,0.526883169117137,0.8610181212425232,0.5248530197755211,0.5419561731694281,0.849095966620306,0.8501743799874579,0.7401207946992424,0.5268306732177734,0.5267431583160009,0.8603610396385193,0.5275253874933191,0.5424906467129877,0.8484005563282336,0.8494561087764139,0.7399475413117197,0.5261870622634888,0.5260973465748322,0.8504723906517029
28,2884,0.5283318956693013,2.5e-05,1021,16326,72.51385054670078,225.14319563203026,4010314240,27.216271276747314,512.0,5560,5331,5435,0.290997069982135,0.2675813185844669,0.1250804079373629,0.6836587972610634,0.1250804079373629,0.0,0.0,0.0,0.1250804079373629,0.0,26.922520345822804,1.3225953598990867,-0.6777764091112842,0.5285943345804383,0.5456974879743453,0.8567454798331016,0.8553026303328556,0.7390779425430127,0.5291157364845276,0.5290329973412375,0.8741994500160217,0.5264564404061999,0.5430251202565473,0.8539638386648123,0.8522453378383299,0.7390629886591737,0.5279265642166138,0.5278408550299131,0.8618871569633484,0.5264564404061999,0.5430251202565473,0.8567454798331016,0.8551414769629271,0.7390677509924303,0.5277088284492493,0.5276222351269845,0.8613269329071045,0.5264564404061999,0.5424906467129877,0.8546592489568846,0.8529071509388979,0.7389801324939372,0.5270087718963623,0.5269199630134126,0.851104199886322
