checkpoint_fold	expert_id	mode	proxy	Error_Spearman	Error_Pearson	bad20_AUROC	bad10_AUROC	confident_wrong_AUROC
1	cfcompat_seed1111	LAV	active_head_std	0.09679511532	0.0591309251	0.5578301815	0.5518384072	0.2444151662
1	cfcompat_seed1111	LAV	submode_prediction_variance	0.0801890959	0.08502840368	0.5458608643	0.5351868658	0.2786414873
1	cfcompat_seed1111	LAV	hidden_centroid_distance	0.1636438854	0.1090305086	0.5866142629	0.57257377	0.2389694042
1	cfcompat_seed1111	LAV	hidden_diagonal_mahalanobis	0.07522882361	0.06955437031	0.572852586	0.5500096252	0.3192358366
1	cfcompat_seed1111	LAV	hidden_knn30_distance	0.1144735	0.08421970639	0.5747550695	0.5430726288	0.2947299078
1	cfcompat_seed1111	LAV	hidden_nearest_source_distance	0.08780162638	0.07777092043	0.5571238703	0.5374762808	0.318767384
1	cfcompat_seed1111	LA	active_head_std	0.03232869711	0.03308658836	0.5379178606	0.5151659949	0.2138723404
1	cfcompat_seed1111	LA	submode_prediction_variance	0.06308514917	0.03611262097	0.5372951289	0.5676998934	0.3779744681
1	cfcompat_seed1111	LA	hidden_centroid_distance	0.1632512799	0.1125321636	0.5852569245	0.5836692013	0.193412766
1	cfcompat_seed1111	LA	hidden_diagonal_mahalanobis	0.09274131771	0.08128519827	0.5717898758	0.5634340245	0.2480340426
1	cfcompat_seed1111	LA	hidden_knn30_distance	0.1155880061	0.08664754221	0.5720649475	0.5582401906	0.2215489362
1	cfcompat_seed1111	LA	hidden_nearest_source_distance	0.09828965399	0.08653933835	0.5628882521	0.5518829379	0.2734808511
1	cfcompat_seed1111	LV	active_head_std	0.1165649825	0.0547643107	0.5521775232	0.533613032	0.2661105962
1	cfcompat_seed1111	LV	submode_prediction_variance	0.05293993291	0.08075514085	0.5377343399	0.52700357	0.2994130368
1	cfcompat_seed1111	LV	hidden_centroid_distance	0.1730102104	0.1074282925	0.5882359663	0.5740990611	0.2190454124
1	cfcompat_seed1111	LV	hidden_diagonal_mahalanobis	0.09393486428	0.08224903721	0.5656684924	0.5456724012	0.3225517454
1	cfcompat_seed1111	LV	hidden_knn30_distance	0.1271215262	0.08138275878	0.575781006	0.5572187553	0.2710071053
1	cfcompat_seed1111	LV	hidden_nearest_source_distance	0.1130769025	0.08584464597	0.5590982152	0.5422218474	0.3199258573
1	cfcompat_seed1111	L	active_head_std	0.06040168354	0.0431988293	0.5446816939	0.5005319072	0.2001242805
1	cfcompat_seed1111	L	submode_prediction_variance	0	0	0.5	0.5	0.5
1	cfcompat_seed1111	L	hidden_centroid_distance	0.1801969764	0.1059932913	0.5853640886	0.5760232027	0.195381999
1	cfcompat_seed1111	L	hidden_diagonal_mahalanobis	0.1030635186	0.09136972804	0.5679119088	0.5441770532	0.372481685
1	cfcompat_seed1111	L	hidden_knn30_distance	0.1230791536	0.1000841274	0.5759581178	0.5624164402	0.3625065411
1	cfcompat_seed1111	L	hidden_nearest_source_distance	0.1210307566	0.107338579	0.5723835061	0.5628189646	0.3978120094
