checkpoint_fold	expert_id	mode	model	Error_Spearman	Error_Pearson	Risk_MAE	Risk_RMSE	bad20_AUROC	bad20_AUPRC	bad20_Brier	bad20_ECE	bad10_AUROC	fixed_bad_AUROC	fixed_bad_AUPRC	confident_wrong_AUROC	confident_wrong_AUPRC	confident_wrong_recall_at_precision_0p8
0	cfcompat_seed1114	LAV	R0_global	0	0	0.3896451293	0.5209456657	0.5	0.1967320261	0.1580392157	0.003267973856	0.5	0.5	0.1660130719	NA	NA	NA
0	cfcompat_seed1114	LAV	R0_mode	0	0	0.3895688423	0.5209489144	0.5	0.1967320261	0.1580392157	0.003267973856	0.5	0.5	0.1660130719	NA	NA	NA
0	cfcompat_seed1114	LAV	R1	0.2708879183	0.2489368382	0.3675954247	0.5498584682	0.6343730824	0.2788551933	0.1531962994	0.01619754656	0.6450826697	0.6249274924	0.2362310036	0.8282147998526934	0.12878516221900008	0.0
0	cfcompat_seed1114	LAV	R2	0.2403079866	0.2325782733	0.3692017529	0.5489670787	0.6440911634	0.2881204997	0.1522954782	0.01854601869	0.6561886226	0.6442160541	0.2523336193	0.9208561640013838	0.2970574639436503	0.0
0	cfcompat_seed1114	LAV	N3_output_only	0.2708879183	0.2489368382	0.3675954247	0.5498584682	0.6343730824	0.2788551933	0.1531962994	0.01619754656	0.6450826697	0.6249274924	0.2362310036	0.8282147998526934	0.12878516221900008	0.0
0	cfcompat_seed1114	LAV	N2_length_mask_only	0.02237066506	0.05423851357	0.382411077	0.5683637745	0.5044359864	0.2087214627	0.2480998792	0.2993641538	0.513328929	0.5089570015	0.1790818653	0.5128670111261145	0.03874634262814433	0.0
0	cfcompat_seed1114	LAV	N5_label_bin_prior	0.154196796	0.08937491845	0.3780640439	0.5615540392	0.5501298898	0.2047231228	0.2514125585	0.3059612348	0.5626897118	0.55637388	0.176018731	0.6378488767869299	0.05056670774098235	0.0
0	cfcompat_seed1114	LAV	N1_matched_gaussian	-0.006518760863	-0.02568319252	0.3879231986	0.571867339	0.4793649592	0.1875707123	0.2567357286	0.283640653	0.4679811092	0.4774023153	0.1563581994	0.47305516186990143	0.04018151223153878	0.0
0	cfcompat_seed1114	LAV	N0_shuffle_seed23071	0.06092262241	0.02666852442	0.3842630332	0.5704929941	0.531539836	0.2123003767	0.2407975166	0.2718319719	0.537022819	0.5326623553	0.1791371598	0.5670524166099387	0.045787078881962456	0.0
0	cfcompat_seed1114	LAV	N0_shuffle_seed23072	-0.02352641141	-0.02447176709	0.3879409357	0.5726576577	0.5069459275	0.2034276874	0.255487098	0.2892653102	0.4972681498	0.5061832005	0.1761500825	0.5098037027530717	0.04115425530095478	0.0
0	cfcompat_seed1114	LAV	N0_shuffle_seed23073	-0.05768920402	0.00921052805	0.3882156585	0.5696962713	0.5269281403	0.236979858	0.2557997253	0.3004743241	0.5315859015	0.5194443759	0.2013441766	0.5289982033054715	0.041442326155909134	0.0
0	cfcompat_seed1114	LA	R0_global	0	0	0.3902514519	0.5223627415	0.5	0.1973856209	0.1584313725	0.002614379085	0.5	0.5	0.1679738562	NA	NA	NA
0	cfcompat_seed1114	LA	R0_mode	0	0	0.3903434192	0.5223562637	0.5	0.1973856209	0.1584313725	0.002614379085	0.5	0.5	0.1679738562	NA	NA	NA
0	cfcompat_seed1114	LA	R1	0.2435272804	0.2117613394	0.3711017195	0.5532913099	0.6244067778	0.2879247892	0.1536658259	0.01080529045	0.6264030999	0.6234453373	0.2543094969	0.8351727421257074	0.14424308672706695	0.0
0	cfcompat_seed1114	LA	R2	0.266825853	0.2554040097	0.3678755146	0.5470271156	0.6386764674	0.2985420102	0.1523458513	0.01376053634	0.6630495429	0.6554173633	0.2716636862	0.9099879897425911	0.21787970970573942	0.0
0	cfcompat_seed1114	LA	N3_output_only	0.2435272804	0.2117613394	0.3711017195	0.5532913099	0.6244067778	0.2879247892	0.1536658259	0.01080529045	0.6264030999	0.6234453373	0.2543094969	0.8351727421257074	0.14424308672706695	0.0
0	cfcompat_seed1114	LA	N2_length_mask_only	0.01737625038	0.04765191667	0.3842151097	0.5697145839	0.5063892724	0.2079212979	0.2479000315	0.2980137685	0.5074290158	0.5097322114	0.1791961967	0.5491987751701453	0.045100882073913884	0.0
0	cfcompat_seed1114	LA	N5_label_bin_prior	0.1679516355	0.09041123012	0.3793406461	0.5627275646	0.5662790949	0.213273243	0.249762813	0.3033087991	0.5839882963	0.5751205064	0.1855442613	0.6845197520044146	0.06363513065054992	0.0
0	cfcompat_seed1114	LA	N1_matched_gaussian	0.002631006963	0.009813722471	0.3884327292	0.5706659114	0.5214449813	0.2045352303	0.2527075391	0.2904621053	0.5070577847	0.526563374	0.1760555607	0.5301825342725138	0.044916280316507635	0.0
0	cfcompat_seed1114	LA	N0_shuffle_seed23071	0.04809348049	0.02714438428	0.3838225853	0.570021117	0.5091005673	0.2079850314	0.2489427442	0.2841785346	0.5329604913	0.5115646425	0.1835123665	0.5332987091678298	0.04149429901866933	0.0
0	cfcompat_seed1114	LA	N0_shuffle_seed23072	-0.03295651397	-0.04322279722	0.3882702494	0.575204134	0.4987650193	0.2115855025	0.2586897747	0.3011683329	0.4947961743	0.4926565208	0.1793233931	0.49763581869921336	0.03975971766086533	0.0
0	cfcompat_seed1114	LA	N0_shuffle_seed23073	-0.03078876961	0.006444426975	0.3905271924	0.5711672998	0.5406276291	0.249511661	0.248377959	0.2935526239	0.5404026869	0.5448143269	0.2244033042	0.6324103829216303	0.05794581743008077	0.0
0	cfcompat_seed1114	LV	R0_global	0	0	0.3893668587	0.5205636592	0.5	0.2	0.16	0	0.5	0.5	0.1647058824	NA	NA	NA
0	cfcompat_seed1114	LV	R0_mode	0	0	0.3891621697	0.5205747053	0.5	0.2	0.16	0	0.5	0.5	0.1647058824	NA	NA	NA
0	cfcompat_seed1114	LV	R1	0.2384065417	0.2237827548	0.370671608	0.5512386302	0.6129880601	0.2810469802	0.1557561001	0.00886934282	0.6211308629	0.6199092704	0.2465197761	0.8094825855665965	0.15799770510530786	0.037037037037037035
0	cfcompat_seed1114	LV	R2	0.2538197052	0.2424478062	0.3682814674	0.5475876471	0.6538911316	0.3209939733	0.1520708647	0.008397624154	0.6733745922	0.6607111807	0.2791710205	0.8821765532470139	0.14459933166757544	0.0
0	cfcompat_seed1114	LV	N3_output_only	0.2384065417	0.2237827548	0.370671608	0.5512386302	0.6129880601	0.2810469802	0.1557561001	0.00886934282	0.6211308629	0.6199092704	0.2465197761	0.8094825855665965	0.15799770510530786	0.037037037037037035
0	cfcompat_seed1114	LV	N2_length_mask_only	0.02157909253	0.05415423226	0.3819060869	0.5675631345	0.5040275642	0.2148232335	0.2479412104	0.2956448867	0.5047706455	0.5110011923	0.177794029	0.5138826156780086	0.036197096939871276	0.0
0	cfcompat_seed1114	LV	N5_label_bin_prior	0.1600456768	0.09016104681	0.3775954615	0.5608156662	0.5566342005	0.2111216438	0.2508197397	0.3021446211	0.5818033309	0.5701306605	0.179615442	0.6702674897119342	0.04870184029604396	0.0
0	cfcompat_seed1114	LV	N1_matched_gaussian	-0.001374938499	0.01652128329	0.3875833938	0.569438254	0.5185265283	0.2277520423	0.2536136034	0.2883945741	0.5412236728	0.5323980923	0.1925553177	0.5246662651811703	0.05017229168604955	0.0
0	cfcompat_seed1114	LV	N0_shuffle_seed23071	-0.01341839601	-0.02687663797	0.3889008755	0.5749342772	0.5241814046	0.212379005	0.2407380942	0.2643799036	0.5052216802	0.5233468714	0.1739389639	0.657056107598113	0.051454359281647336	0.0
0	cfcompat_seed1114	LV	N0_shuffle_seed23072	0.001219399127	0.006322375826	0.384355369	0.5693105954	0.5271369986	0.2308155484	0.2551243736	0.2918618753	0.5236759551	0.5379685521	0.2011947279	0.44497139415838605	0.029367035683909186	0.0
0	cfcompat_seed1114	LV	N0_shuffle_seed23073	-0.0190829233	0.02176721825	0.3877213114	0.5692201703	0.5209000812	0.2243705287	0.2534519837	0.2868522274	0.5242907984	0.5173758601	0.1872339206	0.49200792933855264	0.03276802237283853	0.0
0	cfcompat_seed1114	L	R0_global	0	0	0.389328185	0.5220345611	0.5	0.2013071895	0.1607843137	0.001307189542	0.5	0.5	0.1640522876	NA	NA	NA
0	cfcompat_seed1114	L	R0_mode	0	0	0.3895017741	0.5220198395	0.5	0.2013071895	0.1607843137	0.001307189542	0.5	0.5	0.1640522876	NA	NA	NA
0	cfcompat_seed1114	L	R1	0.2506585693	0.2067716615	0.3707119321	0.5532131774	0.622984728	0.2906500112	0.155989372	0.014231877	0.6287043796	0.623328422	0.2437536076	0.8664776579352851	0.12381251403996517	0.0
0	cfcompat_seed1114	L	R2	0.2875965535	0.2658490562	0.368456043	0.5448013116	0.6538116139	0.3212455176	0.1530114433	0.01233627436	0.691455292	0.6670300814	0.2803543747	0.9106563944530046	0.17472103938199873	0.0
0	cfcompat_seed1114	L	N3_output_only	0.2506585693	0.2067716615	0.3707119321	0.5532131774	0.622984728	0.2906500112	0.155989372	0.014231877	0.6287043796	0.623328422	0.2437536076	0.8664776579352851	0.12381251403996517	0.0
0	cfcompat_seed1114	L	N2_length_mask_only	0.01560193281	0.0491953632	0.3838307922	0.5698834211	0.5090308628	0.2114301207	0.2479077303	0.2941110956	0.5035766423	0.5067003293	0.1724717947	0.5262311248073961	0.042280904433891486	0.0
0	cfcompat_seed1114	L	N5_label_bin_prior	0.167412653	0.09507679314	0.3788488436	0.5625260004	0.5736258422	0.2207090776	0.2491054508	0.2991542569	0.6040556569	0.5818820107	0.1837013664	0.7449861325115562	0.06274707289123627	0.0
0	cfcompat_seed1114	L	N1_matched_gaussian	-0.02672224413	-0.02485165457	0.3864145231	0.5721083929	0.4759708377	0.188789936	0.2551038365	0.2933126689	0.4941788321	0.4791280539	0.1563231694	0.3986194144838213	0.029493542959030762	0.0
0	cfcompat_seed1114	L	N0_shuffle_seed23071	0.02461640498	0.0002698555029	0.3856899866	0.5711568222	0.5322762344	0.2229624808	0.2470310173	0.2898368286	0.5527600365	0.5161994711	0.1770658369	0.5571032357473036	0.040970224962233126	0.0
0	cfcompat_seed1114	L	N0_shuffle_seed23072	-0.01702509319	-0.03663299404	0.3859594713	0.5728532639	0.5057017451	0.2035759253	0.2553515853	0.29906603	0.5182846715	0.512645275	0.1672343958	0.5950323574730354	0.04242958215313718	0.0
0	cfcompat_seed1114	L	N0_shuffle_seed23073	-0.03584541758	0.003950638373	0.3869959169	0.5710427837	0.5054041703	0.2335287541	0.2508160843	0.2950199203	0.5097445255	0.521463793	0.2118765331	0.589115562403698	0.04572626930906809	0.0
