mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
L	0.902439177	1.24721649	-0.3831401802	-0.3114211927	-0.2368753158	1	inner_train
