algorithm	parameter	inner_valid_AUROC	inner_valid_AUPRC
hgb	fixed	0.8720840206	0.2594755963
logistic	0.1	0.8397347427	0.1966284971
logistic	1.0	0.8303935099	0.1894430193
logistic	10.0	0.8252432087	0.189444825
