mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LV	0.8973944249	1.244478547	-0.510053867	-0.4154894688	-0.3172270993	1	inner_train
