direction	role	mode	expert_id	method	seed	samples	spearman_consistency_error	spearman_consistency_regret	auroc_low_consistency_is_exact_best	auroc_consistency_high_error_top_vs_bottom20	consistency_mean	consistency_std	consistency_q05	consistency_q50	consistency_q95	inner_train_consistency_q99_threshold	consistency_outlier_rate_above_inner_q99	error_bottom20_consistency_mean	error_top20_consistency_mean
A	outer_evaluation	LA	cfcompat_seed1114	cfcompat	1114	7794	0.05401046809	0.07020269024	0.4953267741	0.5426399137	0.0296034031	0.03210320996	0.005384726077	0.02093226276	0.0873811543	0.08862543888	0.04926866821	0.02760032977	0.03088310514
A	outer_evaluation	LV	uniform_kd_seed1111	uniform_kd	1111	7794	0.04697469632	0.05730187949	0.4921734835	0.53343906	0.01296050181	0.01114905914	0.002458642423	0.01029917598	0.03219057173	0.05002100494	0.01244547088	0.01229751806	0.01337970515
A	outer_evaluation	LV	moddrop_seed1111	moddrop	1111	7794	0.05546624351	0.06135749462	0.4829891853	0.5462861055	0.01293013205	0.01160190709	0.002489554882	0.01042373478	0.03102484196	0.04244330108	0.02117013087	0.01184478191	0.01342871076
A	outer_evaluation	LV	moddrop_seed1114	moddrop	1114	7794	0.05026717676	0.04509203279	0.4998736673	0.5425504252	0.02034288867	0.01700703195	0.003747041896	0.01668249723	0.04763814211	0.1085809602	0.006030279702	0.01922380219	0.02088603282
A	outer_evaluation	LV	cfcompat_seed1111	cfcompat	1111	7794	0.0576499847	0.07999750567	0.5207458375	0.5468039042	0.01375344678	0.01150606658	0.002657957561	0.01104353927	0.03398639709	0.0266786579	0.093020272	0.0125293066	0.01401678054
A	outer_evaluation	LV	cfcompat_seed1114	cfcompat	1114	7794	0.09325357806	0.08290603319	0.5054020043	0.5743079251	0.03677912693	0.03407264984	0.006639584526	0.0276316097	0.09744180143	0.09546332121	0.05234795997	0.03341630464	0.04021175912
A	outer_evaluation	L	uniform_kd_seed1111	uniform_kd	1111	7794	0.07262691584	0.0535213799	0.5148636418	0.5660455688	0.009194690535	0.01295072187	0.0005271259695	0.006178706884	0.02591415048	0.04387746841	0.01283038235	0.007967218804	0.01003967234
A	outer_evaluation	L	moddrop_seed1111	moddrop	1111	7794	0.07609773424	0.05454587574	0.4840540292	0.5667024346	0.01000113442	0.01273004023	0.0005236312747	0.006494015455	0.02960894704	0.03928158581	0.0224531691	0.008724730247	0.01086035093
A	outer_evaluation	L	moddrop_seed1114	moddrop	1114	7794	0.03130817172	0.04450052365	0.5004781709	0.5358914552	0.0128650835	0.01840762836	0.0006617628038	0.007965944707	0.03651986718	0.1253427863	0.008981267642	0.01159470844	0.01290454152
A	outer_evaluation	L	cfcompat_seed1111	cfcompat	1111	7794	0.05156972879	0.06316603632	0.5085399723	0.5482237878	0.00900005084	0.0121464403	0.0004680424929	0.00624294579	0.02415216267	0.02704895914	0.03656658968	0.008028350082	0.009506592817
A	outer_evaluation	L	cfcompat_seed1114	cfcompat	1114	7794	0.06261369508	0.06111376729	0.4973333868	0.5494721004	0.0266763843	0.04182923716	0.0009786970913	0.01337771118	0.1018637359	0.1564600444	0.02373620734	0.02450509412	0.03023356608
B	inner_train	LAV	uniform_kd_seed1111	uniform_kd	1111	6933	0.04156294837	0.05373712301	0.4957353678	0.5361306373	0.01401345795	0.01061328383	0.002786904573	0.01165783405	0.03292915821	0.04956442595	0.01009663926	0.01315223307	0.01427363689
B	inner_train	LAV	moddrop_seed1111	moddrop	1111	6933	0.05494102399	0.04008826428	0.4784249452	0.5494978867	0.01411431008	0.01086393551	0.002709013224	0.01159489155	0.03331179619	0.05346207142	0.01009663926	0.01309139219	0.01487499391
B	inner_train	LAV	moddrop_seed1114	moddrop	1114	6933	0.07799443953	0.06184926867	0.4991944652	0.5665391739	0.02211800482	0.01728857687	0.004112893343	0.01837170124	0.0514034152	0.08311771393	0.01009663926	0.02052384551	0.02354586865
B	inner_train	LAV	cfcompat_seed1111	cfcompat	1111	6933	0.05884045758	0.07245472032	0.5203709887	0.5519397079	0.01480528972	0.01078199962	0.002785444632	0.0124732554	0.03417304754	0.05226632833	0.01009663926	0.01352907749	0.01518616532
B	inner_train	LAV	cfcompat_seed1114	cfcompat	1114	6933	0.08672807719	0.08446531408	0.5069286786	0.5616573508	0.03575013619	0.02987981433	0.00626604557	0.02780213952	0.09495182037	0.155134573	0.01009663926	0.03318916898	0.03876096352
B	inner_train	LA	uniform_kd_seed1111	uniform_kd	1111	6933	0.04817874386	0.0631411134	0.5010244707	0.554040272	0.01122276139	0.009669429857	0.002123240381	0.008823379874	0.02788369358	0.04837187767	0.01009663926	0.0100776056	0.01180146091
B	inner_train	LA	moddrop_seed1111	moddrop	1111	6933	0.04402411038	0.03496791706	0.4873314545	0.5458079946	0.01164536075	0.01029689546	0.002077364922	0.00919172354	0.02889077365	0.05132422328	0.01009663926	0.01076863687	0.01224282163
