direction	grouping	group_value	expert_id	wins	total	proportion	record_type	mean_gain
A	mode	L	cfcompat_seed1111	1406	7794	0.1803951758	oracle_expert_win	
A	mode	L	cfcompat_seed1114	1784	7794	0.228894021	oracle_expert_win	
A	mode	L	moddrop_seed1111	1513	7794	0.1941236849	oracle_expert_win	
A	mode	L	moddrop_seed1114	1732	7794	0.2222222222	oracle_expert_win	
A	mode	L	uniform_kd_seed1111	1359	7794	0.1743648961	oracle_expert_win	
A	mode	LA	cfcompat_seed1111	1494	7794	0.1916859122	oracle_expert_win	
A	mode	LA	cfcompat_seed1114	1720	7794	0.2206825763	oracle_expert_win	
A	mode	LA	moddrop_seed1111	1534	7794	0.1968180652	oracle_expert_win	
A	mode	LA	moddrop_seed1114	1721	7794	0.2208108802	oracle_expert_win	
A	mode	LA	uniform_kd_seed1111	1325	7794	0.1700025661	oracle_expert_win	
A	mode	LAV	cfcompat_seed1111	1536	7794	0.1970746728	oracle_expert_win	
A	mode	LAV	cfcompat_seed1114	1725	7794	0.2213240955	oracle_expert_win	
A	mode	LAV	moddrop_seed1111	1524	7794	0.1955350269	oracle_expert_win	
A	mode	LAV	moddrop_seed1114	1682	7794	0.215807031	oracle_expert_win	
A	mode	LAV	uniform_kd_seed1111	1327	7794	0.1702591737	oracle_expert_win	
A	mode	LV	cfcompat_seed1111	1477	7794	0.1895047472	oracle_expert_win	
A	mode	LV	cfcompat_seed1114	1750	7794	0.224531691	oracle_expert_win	
A	mode	LV	moddrop_seed1111	1524	7794	0.1955350269	oracle_expert_win	
A	mode	LV	moddrop_seed1114	1704	7794	0.2186297152	oracle_expert_win	
A	mode	LV	uniform_kd_seed1111	1339	7794	0.1717988196	oracle_expert_win	
A	mode	L	ALL	6602	7794	0.8470618424	gain_gt_0p05_concentration	0.1551360486
A	mode	LA	ALL	6635	7794	0.8512958686	gain_gt_0p05_concentration	0.1557039623
A	mode	LAV	ALL	6625	7794	0.8500128304	gain_gt_0p05_concentration	0.1567595097
A	mode	LV	ALL	6587	7794	0.8451372851	gain_gt_0p05_concentration	0.1556970524
A	video_id	-HwX2H8Z4hY	cfcompat_seed1111	5	40	0.125	oracle_expert_win	
A	video_id	-HwX2H8Z4hY	cfcompat_seed1114	15	40	0.375	oracle_expert_win	
A	video_id	-HwX2H8Z4hY	moddrop_seed1111	13	40	0.325	oracle_expert_win	
A	video_id	-HwX2H8Z4hY	moddrop_seed1114	1	40	0.025	oracle_expert_win	
A	video_id	-HwX2H8Z4hY	uniform_kd_seed1111	6	40	0.15	oracle_expert_win	
A	video_id	-WXXTNIJcVM	cfcompat_seed1114	4	20	0.2	oracle_expert_win	
A	video_id	-WXXTNIJcVM	moddrop_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	-WXXTNIJcVM	moddrop_seed1114	12	20	0.6	oracle_expert_win	
A	video_id	-aNfi7CP8vM	cfcompat_seed1114	2	8	0.25	oracle_expert_win	
A	video_id	-aNfi7CP8vM	moddrop_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	-aNfi7CP8vM	moddrop_seed1114	2	8	0.25	oracle_expert_win	
A	video_id	-aqamKhZ1Ec	cfcompat_seed1111	1	12	0.08333333333	oracle_expert_win	
A	video_id	-aqamKhZ1Ec	cfcompat_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	-aqamKhZ1Ec	moddrop_seed1114	3	12	0.25	oracle_expert_win	
A	video_id	-aqamKhZ1Ec	uniform_kd_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	-dxfTGcXJoc	cfcompat_seed1111	11	32	0.34375	oracle_expert_win	
A	video_id	-dxfTGcXJoc	cfcompat_seed1114	1	32	0.03125	oracle_expert_win	
A	video_id	-dxfTGcXJoc	moddrop_seed1111	9	32	0.28125	oracle_expert_win	
A	video_id	-dxfTGcXJoc	uniform_kd_seed1111	11	32	0.34375	oracle_expert_win	
A	video_id	-lzEya4AM_4	cfcompat_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	-lzEya4AM_4	cfcompat_seed1114	7	20	0.35	oracle_expert_win	
A	video_id	-lzEya4AM_4	moddrop_seed1111	1	20	0.05	oracle_expert_win	
A	video_id	-lzEya4AM_4	moddrop_seed1114	3	20	0.15	oracle_expert_win	
A	video_id	-lzEya4AM_4	uniform_kd_seed1111	5	20	0.25	oracle_expert_win	
A	video_id	-mJ2ud6oKI8	cfcompat_seed1111	8	36	0.2222222222	oracle_expert_win	
A	video_id	-mJ2ud6oKI8	cfcompat_seed1114	12	36	0.3333333333	oracle_expert_win	
A	video_id	-mJ2ud6oKI8	moddrop_seed1111	8	36	0.2222222222	oracle_expert_win	
A	video_id	-mJ2ud6oKI8	moddrop_seed1114	8	36	0.2222222222	oracle_expert_win	
A	video_id	-tANM6ETl_M	cfcompat_seed1114	8	12	0.6666666667	oracle_expert_win	
A	video_id	-tANM6ETl_M	moddrop_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	-vxjVxOeScU	cfcompat_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	-vxjVxOeScU	moddrop_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	-vxjVxOeScU	uniform_kd_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	-wMB_hJL-3o	cfcompat_seed1114	3	16	0.1875	oracle_expert_win	
A	video_id	-wMB_hJL-3o	moddrop_seed1111	8	16	0.5	oracle_expert_win	
A	video_id	-wMB_hJL-3o	uniform_kd_seed1111	5	16	0.3125	oracle_expert_win	
A	video_id	07Z16yRBFUQ	cfcompat_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	07Z16yRBFUQ	moddrop_seed1111	8	12	0.6666666667	oracle_expert_win	
A	video_id	0EphpADwdPg	cfcompat_seed1114	4	24	0.1666666667	oracle_expert_win	
A	video_id	0EphpADwdPg	moddrop_seed1111	8	24	0.3333333333	oracle_expert_win	
A	video_id	0EphpADwdPg	moddrop_seed1114	8	24	0.3333333333	oracle_expert_win	
A	video_id	0EphpADwdPg	uniform_kd_seed1111	4	24	0.1666666667	oracle_expert_win	
A	video_id	0JuRmhhgMw8	cfcompat_seed1114	10	32	0.3125	oracle_expert_win	
A	video_id	0JuRmhhgMw8	moddrop_seed1111	15	32	0.46875	oracle_expert_win	
A	video_id	0JuRmhhgMw8	uniform_kd_seed1111	7	32	0.21875	oracle_expert_win	
A	video_id	0SfejBuLgFo	cfcompat_seed1111	3	32	0.09375	oracle_expert_win	
A	video_id	0SfejBuLgFo	cfcompat_seed1114	5	32	0.15625	oracle_expert_win	
A	video_id	0SfejBuLgFo	moddrop_seed1111	14	32	0.4375	oracle_expert_win	
A	video_id	0SfejBuLgFo	moddrop_seed1114	7	32	0.21875	oracle_expert_win	
A	video_id	0SfejBuLgFo	uniform_kd_seed1111	3	32	0.09375	oracle_expert_win	
A	video_id	0Svu5BldR5A	moddrop_seed1114	7	8	0.875	oracle_expert_win	
A	video_id	0Svu5BldR5A	uniform_kd_seed1111	1	8	0.125	oracle_expert_win	
A	video_id	0W4WsjhDgUI	cfcompat_seed1111	1	4	0.25	oracle_expert_win	
A	video_id	0W4WsjhDgUI	cfcompat_seed1114	2	4	0.5	oracle_expert_win	
A	video_id	0W4WsjhDgUI	moddrop_seed1114	1	4	0.25	oracle_expert_win	
A	video_id	0Xs8wJrAmxs	cfcompat_seed1111	8	16	0.5	oracle_expert_win	
A	video_id	0Xs8wJrAmxs	cfcompat_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	0Xs8wJrAmxs	moddrop_seed1111	2	16	0.125	oracle_expert_win	
A	video_id	0Xs8wJrAmxs	moddrop_seed1114	2	16	0.125	oracle_expert_win	
A	video_id	0YdYFtVdlWE	cfcompat_seed1111	15	88	0.1704545455	oracle_expert_win	
A	video_id	0YdYFtVdlWE	cfcompat_seed1114	5	88	0.05681818182	oracle_expert_win	
A	video_id	0YdYFtVdlWE	moddrop_seed1111	45	88	0.5113636364	oracle_expert_win	
A	video_id	0YdYFtVdlWE	moddrop_seed1114	20	88	0.2272727273	oracle_expert_win	
A	video_id	0YdYFtVdlWE	uniform_kd_seed1111	3	88	0.03409090909	oracle_expert_win	
A	video_id	0mXv97u2OCM	cfcompat_seed1114	8	8	1	oracle_expert_win	
A	video_id	0p9XKC_J3hU	moddrop_seed1114	4	4	1	oracle_expert_win	
A	video_id	0r8KVXUCV6c	cfcompat_seed1114	8	16	0.5	oracle_expert_win	
A	video_id	0r8KVXUCV6c	moddrop_seed1111	1	16	0.0625	oracle_expert_win	
A	video_id	0r8KVXUCV6c	moddrop_seed1114	3	16	0.1875	oracle_expert_win	
A	video_id	0r8KVXUCV6c	uniform_kd_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	0rE8jEvQW_I	cfcompat_seed1111	4	36	0.1111111111	oracle_expert_win	
A	video_id	0rE8jEvQW_I	cfcompat_seed1114	1	36	0.02777777778	oracle_expert_win	
A	video_id	0rE8jEvQW_I	moddrop_seed1111	10	36	0.2777777778	oracle_expert_win	
A	video_id	0rE8jEvQW_I	moddrop_seed1114	17	36	0.4722222222	oracle_expert_win	
A	video_id	0rE8jEvQW_I	uniform_kd_seed1111	4	36	0.1111111111	oracle_expert_win	
A	video_id	0tkWa2skSmA	cfcompat_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	0tkWa2skSmA	uniform_kd_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	100499	cfcompat_seed1114	8	28	0.2857142857	oracle_expert_win	
A	video_id	100499	moddrop_seed1111	16	28	0.5714285714	oracle_expert_win	
A	video_id	100499	uniform_kd_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	101851	cfcompat_seed1111	11	84	0.130952381	oracle_expert_win	
A	video_id	101851	cfcompat_seed1114	25	84	0.2976190476	oracle_expert_win	
A	video_id	101851	moddrop_seed1111	21	84	0.25	oracle_expert_win	
A	video_id	101851	moddrop_seed1114	5	84	0.05952380952	oracle_expert_win	
A	video_id	101851	uniform_kd_seed1111	22	84	0.2619047619	oracle_expert_win	
A	video_id	10223	cfcompat_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	10223	cfcompat_seed1114	4	40	0.1	oracle_expert_win	
A	video_id	10223	moddrop_seed1111	13	40	0.325	oracle_expert_win	
A	video_id	10223	moddrop_seed1114	8	40	0.2	oracle_expert_win	
A	video_id	10223	uniform_kd_seed1111	7	40	0.175	oracle_expert_win	
A	video_id	106077	cfcompat_seed1111	10	60	0.1666666667	oracle_expert_win	
A	video_id	106077	cfcompat_seed1114	16	60	0.2666666667	oracle_expert_win	
A	video_id	106077	moddrop_seed1111	18	60	0.3	oracle_expert_win	
A	video_id	106077	moddrop_seed1114	6	60	0.1	oracle_expert_win	
A	video_id	106077	uniform_kd_seed1111	10	60	0.1666666667	oracle_expert_win	
A	video_id	108793	cfcompat_seed1111	8	76	0.1052631579	oracle_expert_win	
A	video_id	108793	cfcompat_seed1114	8	76	0.1052631579	oracle_expert_win	
A	video_id	108793	moddrop_seed1111	34	76	0.4473684211	oracle_expert_win	
A	video_id	108793	moddrop_seed1114	18	76	0.2368421053	oracle_expert_win	
A	video_id	108793	uniform_kd_seed1111	8	76	0.1052631579	oracle_expert_win	
A	video_id	110766	cfcompat_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	110766	cfcompat_seed1114	2	40	0.05	oracle_expert_win	
A	video_id	110766	moddrop_seed1111	11	40	0.275	oracle_expert_win	
A	video_id	110766	moddrop_seed1114	11	40	0.275	oracle_expert_win	
A	video_id	110766	uniform_kd_seed1111	12	40	0.3	oracle_expert_win	
A	video_id	110788	cfcompat_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	110788	cfcompat_seed1114	6	28	0.2142857143	oracle_expert_win	
A	video_id	110788	moddrop_seed1111	14	28	0.5	oracle_expert_win	
A	video_id	110788	moddrop_seed1114	2	28	0.07142857143	oracle_expert_win	
A	video_id	110788	uniform_kd_seed1111	2	28	0.07142857143	oracle_expert_win	
A	video_id	112604	cfcompat_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	112604	cfcompat_seed1114	7	20	0.35	oracle_expert_win	
A	video_id	112604	moddrop_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	112604	uniform_kd_seed1111	5	20	0.25	oracle_expert_win	
A	video_id	113265	cfcompat_seed1111	12	40	0.3	oracle_expert_win	
A	video_id	113265	cfcompat_seed1114	8	40	0.2	oracle_expert_win	
A	video_id	113265	moddrop_seed1114	12	40	0.3	oracle_expert_win	
A	video_id	113265	uniform_kd_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	120vnZnmhq4	moddrop_seed1111	4	4	1	oracle_expert_win	
A	video_id	125708	cfcompat_seed1111	3	4	0.75	oracle_expert_win	
A	video_id	125708	uniform_kd_seed1111	1	4	0.25	oracle_expert_win	
A	video_id	125730	cfcompat_seed1111	13	64	0.203125	oracle_expert_win	
A	video_id	125730	cfcompat_seed1114	17	64	0.265625	oracle_expert_win	
A	video_id	125730	moddrop_seed1111	14	64	0.21875	oracle_expert_win	
A	video_id	125730	moddrop_seed1114	10	64	0.15625	oracle_expert_win	
A	video_id	125730	uniform_kd_seed1111	10	64	0.15625	oracle_expert_win	
A	video_id	125895	cfcompat_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	125895	moddrop_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	125895	moddrop_seed1114	17	40	0.425	oracle_expert_win	
A	video_id	125895	uniform_kd_seed1111	15	40	0.375	oracle_expert_win	
A	video_id	127470	cfcompat_seed1111	4	52	0.07692307692	oracle_expert_win	
A	video_id	127470	cfcompat_seed1114	8	52	0.1538461538	oracle_expert_win	
A	video_id	127470	moddrop_seed1111	28	52	0.5384615385	oracle_expert_win	
A	video_id	127470	moddrop_seed1114	8	52	0.1538461538	oracle_expert_win	
A	video_id	127470	uniform_kd_seed1111	4	52	0.07692307692	oracle_expert_win	
A	video_id	12812	cfcompat_seed1111	2	28	0.07142857143	oracle_expert_win	
A	video_id	12812	cfcompat_seed1114	14	28	0.5	oracle_expert_win	
A	video_id	12812	moddrop_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	12812	moddrop_seed1114	8	28	0.2857142857	oracle_expert_win	
A	video_id	128752	cfcompat_seed1111	28	68	0.4117647059	oracle_expert_win	
A	video_id	128752	cfcompat_seed1114	19	68	0.2794117647	oracle_expert_win	
A	video_id	128752	moddrop_seed1114	17	68	0.25	oracle_expert_win	
A	video_id	128752	uniform_kd_seed1111	4	68	0.05882352941	oracle_expert_win	
A	video_id	130149	cfcompat_seed1111	5	28	0.1785714286	oracle_expert_win	
A	video_id	130149	cfcompat_seed1114	3	28	0.1071428571	oracle_expert_win	
A	video_id	130149	moddrop_seed1111	11	28	0.3928571429	oracle_expert_win	
A	video_id	130149	moddrop_seed1114	3	28	0.1071428571	oracle_expert_win	
A	video_id	130149	uniform_kd_seed1111	6	28	0.2142857143	oracle_expert_win	
A	video_id	130426	cfcompat_seed1111	4	36	0.1111111111	oracle_expert_win	
A	video_id	130426	cfcompat_seed1114	12	36	0.3333333333	oracle_expert_win	
A	video_id	130426	moddrop_seed1114	8	36	0.2222222222	oracle_expert_win	
A	video_id	130426	uniform_kd_seed1111	12	36	0.3333333333	oracle_expert_win	
A	video_id	130448	cfcompat_seed1111	12	40	0.3	oracle_expert_win	
A	video_id	130448	cfcompat_seed1114	8	40	0.2	oracle_expert_win	
A	video_id	130448	moddrop_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	130448	moddrop_seed1114	4	40	0.1	oracle_expert_win	
A	video_id	130448	uniform_kd_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	130633	cfcompat_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	130633	moddrop_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	130633	moddrop_seed1114	16	44	0.3636363636	oracle_expert_win	
A	video_id	130633	uniform_kd_seed1111	8	44	0.1818181818	oracle_expert_win	
A	video_id	131650	cfcompat_seed1111	4	44	0.09090909091	oracle_expert_win	
A	video_id	131650	cfcompat_seed1114	12	44	0.2727272727	oracle_expert_win	
A	video_id	131650	moddrop_seed1111	6	44	0.1363636364	oracle_expert_win	
A	video_id	131650	moddrop_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	131650	uniform_kd_seed1111	14	44	0.3181818182	oracle_expert_win	
A	video_id	131936	cfcompat_seed1111	7	32	0.21875	oracle_expert_win	
A	video_id	131936	cfcompat_seed1114	8	32	0.25	oracle_expert_win	
A	video_id	131936	moddrop_seed1111	16	32	0.5	oracle_expert_win	
A	video_id	131936	moddrop_seed1114	1	32	0.03125	oracle_expert_win	
A	video_id	134252	cfcompat_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	134252	cfcompat_seed1114	13	40	0.325	oracle_expert_win	
A	video_id	134252	moddrop_seed1111	1	40	0.025	oracle_expert_win	
A	video_id	134252	moddrop_seed1114	1	40	0.025	oracle_expert_win	
A	video_id	134252	uniform_kd_seed1111	17	40	0.425	oracle_expert_win	
A	video_id	136211	cfcompat_seed1111	8	32	0.25	oracle_expert_win	
A	video_id	136211	cfcompat_seed1114	8	32	0.25	oracle_expert_win	
A	video_id	136211	moddrop_seed1111	8	32	0.25	oracle_expert_win	
A	video_id	136211	moddrop_seed1114	8	32	0.25	oracle_expert_win	
A	video_id	139006	cfcompat_seed1111	10	52	0.1923076923	oracle_expert_win	
A	video_id	139006	cfcompat_seed1114	14	52	0.2692307692	oracle_expert_win	
A	video_id	139006	moddrop_seed1111	8	52	0.1538461538	oracle_expert_win	
A	video_id	139006	moddrop_seed1114	13	52	0.25	oracle_expert_win	
A	video_id	139006	uniform_kd_seed1111	7	52	0.1346153846	oracle_expert_win	
A	video_id	154449	cfcompat_seed1111	4	56	0.07142857143	oracle_expert_win	
A	video_id	154449	cfcompat_seed1114	23	56	0.4107142857	oracle_expert_win	
A	video_id	154449	moddrop_seed1114	13	56	0.2321428571	oracle_expert_win	
A	video_id	154449	uniform_kd_seed1111	16	56	0.2857142857	oracle_expert_win	
A	video_id	15Wu4U2VPLw	cfcompat_seed1111	11	32	0.34375	oracle_expert_win	
A	video_id	15Wu4U2VPLw	cfcompat_seed1114	3	32	0.09375	oracle_expert_win	
A	video_id	15Wu4U2VPLw	moddrop_seed1111	9	32	0.28125	oracle_expert_win	
A	video_id	15Wu4U2VPLw	moddrop_seed1114	9	32	0.28125	oracle_expert_win	
A	video_id	15ktF-6wutk	cfcompat_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	15ktF-6wutk	cfcompat_seed1114	9	28	0.3214285714	oracle_expert_win	
A	video_id	15ktF-6wutk	moddrop_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	15ktF-6wutk	moddrop_seed1114	4	28	0.1428571429	oracle_expert_win	
A	video_id	15ktF-6wutk	uniform_kd_seed1111	3	28	0.1071428571	oracle_expert_win	
A	video_id	180923	cfcompat_seed1111	15	60	0.25	oracle_expert_win	
A	video_id	180923	cfcompat_seed1114	5	60	0.08333333333	oracle_expert_win	
A	video_id	180923	moddrop_seed1111	13	60	0.2166666667	oracle_expert_win	
A	video_id	180923	moddrop_seed1114	17	60	0.2833333333	oracle_expert_win	
A	video_id	180923	uniform_kd_seed1111	10	60	0.1666666667	oracle_expert_win	
A	video_id	184784	cfcompat_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	184784	cfcompat_seed1114	4	28	0.1428571429	oracle_expert_win	
A	video_id	184784	moddrop_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	184784	moddrop_seed1114	8	28	0.2857142857	oracle_expert_win	
A	video_id	18QjfdhJEM4	cfcompat_seed1111	32	76	0.4210526316	oracle_expert_win	
A	video_id	18QjfdhJEM4	cfcompat_seed1114	19	76	0.25	oracle_expert_win	
A	video_id	18QjfdhJEM4	moddrop_seed1111	12	76	0.1578947368	oracle_expert_win	
A	video_id	18QjfdhJEM4	moddrop_seed1114	4	76	0.05263157895	oracle_expert_win	
A	video_id	18QjfdhJEM4	uniform_kd_seed1111	9	76	0.1184210526	oracle_expert_win	
A	video_id	193291	cfcompat_seed1111	9	16	0.5625	oracle_expert_win	
A	video_id	193291	cfcompat_seed1114	3	16	0.1875	oracle_expert_win	
A	video_id	193291	uniform_kd_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	19k6sEC7814	cfcompat_seed1111	5	24	0.2083333333	oracle_expert_win	
A	video_id	19k6sEC7814	cfcompat_seed1114	1	24	0.04166666667	oracle_expert_win	
A	video_id	19k6sEC7814	moddrop_seed1111	4	24	0.1666666667	oracle_expert_win	
A	video_id	19k6sEC7814	moddrop_seed1114	10	24	0.4166666667	oracle_expert_win	
A	video_id	19k6sEC7814	uniform_kd_seed1111	4	24	0.1666666667	oracle_expert_win	
A	video_id	1CjUHNYzW1E	moddrop_seed1111	8	24	0.3333333333	oracle_expert_win	
A	video_id	1CjUHNYzW1E	moddrop_seed1114	4	24	0.1666666667	oracle_expert_win	
A	video_id	1CjUHNYzW1E	uniform_kd_seed1111	12	24	0.5	oracle_expert_win	
A	video_id	1F0qH0EEBfo	cfcompat_seed1111	18	100	0.18	oracle_expert_win	
A	video_id	1F0qH0EEBfo	cfcompat_seed1114	34	100	0.34	oracle_expert_win	
A	video_id	1F0qH0EEBfo	moddrop_seed1111	16	100	0.16	oracle_expert_win	
A	video_id	1F0qH0EEBfo	moddrop_seed1114	25	100	0.25	oracle_expert_win	
A	video_id	1F0qH0EEBfo	uniform_kd_seed1111	7	100	0.07	oracle_expert_win	
A	video_id	1J9Fa995Ojs	cfcompat_seed1114	2	4	0.5	oracle_expert_win	
A	video_id	1J9Fa995Ojs	moddrop_seed1111	2	4	0.5	oracle_expert_win	
A	video_id	1W38PnuWIkM	cfcompat_seed1114	4	32	0.125	oracle_expert_win	
A	video_id	1W38PnuWIkM	moddrop_seed1111	3	32	0.09375	oracle_expert_win	
A	video_id	1W38PnuWIkM	moddrop_seed1114	11	32	0.34375	oracle_expert_win	
A	video_id	1W38PnuWIkM	uniform_kd_seed1111	14	32	0.4375	oracle_expert_win	
A	video_id	1cyUKHOvdYY	cfcompat_seed1111	5	16	0.3125	oracle_expert_win	
A	video_id	1cyUKHOvdYY	moddrop_seed1111	8	16	0.5	oracle_expert_win	
A	video_id	1cyUKHOvdYY	moddrop_seed1114	3	16	0.1875	oracle_expert_win	
A	video_id	1dWsw38VDjY	moddrop_seed1111	12	20	0.6	oracle_expert_win	
A	video_id	1dWsw38VDjY	moddrop_seed1114	6	20	0.3	oracle_expert_win	
A	video_id	1dWsw38VDjY	uniform_kd_seed1111	2	20	0.1	oracle_expert_win	
A	video_id	1fqNb8cfLFE	cfcompat_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	1fqNb8cfLFE	moddrop_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	1mHjMNZZvFo	cfcompat_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	1mHjMNZZvFo	cfcompat_seed1114	12	28	0.4285714286	oracle_expert_win	
A	video_id	1mHjMNZZvFo	moddrop_seed1111	10	28	0.3571428571	oracle_expert_win	
A	video_id	1mHjMNZZvFo	moddrop_seed1114	2	28	0.07142857143	oracle_expert_win	
A	video_id	1rVly2oeBJg	cfcompat_seed1111	4	4	1	oracle_expert_win	
A	video_id	1tQOvm5eQOA	cfcompat_seed1111	5	40	0.125	oracle_expert_win	
A	video_id	1tQOvm5eQOA	cfcompat_seed1114	9	40	0.225	oracle_expert_win	
A	video_id	1tQOvm5eQOA	moddrop_seed1111	9	40	0.225	oracle_expert_win	
A	video_id	1tQOvm5eQOA	moddrop_seed1114	13	40	0.325	oracle_expert_win	
A	video_id	1tQOvm5eQOA	uniform_kd_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	1tuMFJnlXJc	cfcompat_seed1111	8	44	0.1818181818	oracle_expert_win	
A	video_id	1tuMFJnlXJc	cfcompat_seed1114	12	44	0.2727272727	oracle_expert_win	
A	video_id	1tuMFJnlXJc	moddrop_seed1111	4	44	0.09090909091	oracle_expert_win	
A	video_id	1tuMFJnlXJc	moddrop_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	1tuMFJnlXJc	uniform_kd_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	1x7kf9vArjU	moddrop_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	1x7kf9vArjU	uniform_kd_seed1111	8	12	0.6666666667	oracle_expert_win	
A	video_id	2-4autDbHVQ	cfcompat_seed1111	12	80	0.15	oracle_expert_win	
A	video_id	2-4autDbHVQ	cfcompat_seed1114	20	80	0.25	oracle_expert_win	
A	video_id	2-4autDbHVQ	moddrop_seed1111	24	80	0.3	oracle_expert_win	
A	video_id	2-4autDbHVQ	moddrop_seed1114	12	80	0.15	oracle_expert_win	
A	video_id	2-4autDbHVQ	uniform_kd_seed1111	12	80	0.15	oracle_expert_win	
A	video_id	2-EJz4RG4g4	moddrop_seed1114	4	4	1	oracle_expert_win	
A	video_id	206051	cfcompat_seed1111	9	64	0.140625	oracle_expert_win	
A	video_id	206051	cfcompat_seed1114	22	64	0.34375	oracle_expert_win	
A	video_id	206051	moddrop_seed1111	7	64	0.109375	oracle_expert_win	
A	video_id	206051	moddrop_seed1114	13	64	0.203125	oracle_expert_win	
A	video_id	206051	uniform_kd_seed1111	13	64	0.203125	oracle_expert_win	
A	video_id	206507	cfcompat_seed1111	6	56	0.1071428571	oracle_expert_win	
A	video_id	206507	cfcompat_seed1114	11	56	0.1964285714	oracle_expert_win	
A	video_id	206507	moddrop_seed1111	26	56	0.4642857143	oracle_expert_win	
A	video_id	206507	moddrop_seed1114	8	56	0.1428571429	oracle_expert_win	
A	video_id	206507	uniform_kd_seed1111	5	56	0.08928571429	oracle_expert_win	
A	video_id	206606	cfcompat_seed1111	15	44	0.3409090909	oracle_expert_win	
A	video_id	206606	cfcompat_seed1114	17	44	0.3863636364	oracle_expert_win	
A	video_id	206606	uniform_kd_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	207812	cfcompat_seed1114	10	40	0.25	oracle_expert_win	
A	video_id	207812	moddrop_seed1111	12	40	0.3	oracle_expert_win	
A	video_id	207812	moddrop_seed1114	12	40	0.3	oracle_expert_win	
A	video_id	207812	uniform_kd_seed1111	6	40	0.15	oracle_expert_win	
A	video_id	208416	cfcompat_seed1111	11	68	0.1617647059	oracle_expert_win	
A	video_id	208416	cfcompat_seed1114	15	68	0.2205882353	oracle_expert_win	
A	video_id	208416	moddrop_seed1111	2	68	0.02941176471	oracle_expert_win	
A	video_id	208416	moddrop_seed1114	16	68	0.2352941176	oracle_expert_win	
A	video_id	208416	uniform_kd_seed1111	24	68	0.3529411765	oracle_expert_win	
A	video_id	209354	cfcompat_seed1111	4	48	0.08333333333	oracle_expert_win	
A	video_id	209354	moddrop_seed1111	16	48	0.3333333333	oracle_expert_win	
A	video_id	209354	moddrop_seed1114	20	48	0.4166666667	oracle_expert_win	
A	video_id	209354	uniform_kd_seed1111	8	48	0.1666666667	oracle_expert_win	
A	video_id	209775	cfcompat_seed1111	8	44	0.1818181818	oracle_expert_win	
A	video_id	209775	cfcompat_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	209775	moddrop_seed1111	8	44	0.1818181818	oracle_expert_win	
A	video_id	209775	moddrop_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	209775	uniform_kd_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	210618	cfcompat_seed1111	17	72	0.2361111111	oracle_expert_win	
A	video_id	210618	cfcompat_seed1114	23	72	0.3194444444	oracle_expert_win	
A	video_id	210618	moddrop_seed1111	15	72	0.2083333333	oracle_expert_win	
