Epoch,GlobalOptimizerStep,JValid,LearningRate,TrainBatches,TrainSamples,SamplesPerSecond,EpochWallSeconds,PeakGPUMemoryBytes,GradientNormBeforeClip,ScalerScale,SampledLA,SampledLV,SampledL,full_loss,missing_loss,kd_loss,total_loss,L_reg,L_Acc2,L_Acc5,L_Acc7,weighted_reg,weighted_ordinal,supervised_gradient_norm,kd_gradient_norm,gradient_cosine,LAV_acc_7,LAV_acc_5,LAV_acc_2,LAV_F1_score,LAV_Corr,LAV_MAE,LAV_Loss,LAV_PredictionStd,LA_acc_7,LA_acc_5,LA_acc_2,LA_F1_score,LA_Corr,LA_MAE,LA_Loss,LA_PredictionStd,LV_acc_7,LV_acc_5,LV_acc_2,LV_F1_score,LV_Corr,LV_MAE,LV_Loss,LV_PredictionStd,L_acc_7,L_acc_5,L_acc_2,L_F1_score,L_Corr,L_MAE,L_Loss,L_PredictionStd
1,103,0.5954286754131317,0.0001,1021,16326,62.877163810806515,259.6491165839834,3275626496,93.53179172890508,1.0,5452,5527,5347,4.02747070439065,2.940987080598321,0.03590945543878211,7.004367235008113,0.03590945543878211,0.0,0.0,0.0,0.03590945543878211,0.0,2244.9899299250606,368.7465641337988,-0.1926267520190609,0.4756814537680385,0.4922501336183859,0.8344923504867872,0.827690258890675,0.7268898909838992,0.595305860042572,0.5953049608784863,0.9398415684700012,0.481560662747194,0.49812934259754144,0.8344923504867872,0.8268433520916635,0.7242007767678618,0.5954277515411377,0.5954263709549211,0.921680212020874,0.4740780331373597,0.4906467129877071,0.8324061196105702,0.8247337803923164,0.7270647799437907,0.5949879288673401,0.5949847830666436,0.9248419404029846,0.47995724211651525,0.4965259219668626,0.8331015299026425,0.8243380861294636,0.7243272764786736,0.5962387919425964,0.5962348124410353,0.9070662260055542
2,206,0.5154934128125508,0.0001,1021,16326,62.75333168225201,260.16148658201564,4232702976,103.13852924523651,1.0,5544,5350,5432,2.717025948318048,2.383436768809215,0.06148202346325884,5.161944735879179,0.06148202346325884,0.0,0.0,0.0,0.06148202346325884,0.0,91.67524626159006,3.812530141162292,0.6676301464700894,0.5456974879743453,0.5606627471940139,0.8497913769123783,0.846928733790414,0.7507479735148482,0.5141475200653076,0.5140510580988011,0.7921718955039978,0.5440940673436665,0.5590593265633351,0.8497913769123783,0.8460244354473587,0.7466312898964825,0.5197476148605347,0.5196555817229116,0.7766692042350769,0.5515766969535008,0.5660074826296099,0.8504867872044506,0.8485103821174534,0.7505330102496433,0.5126074552536011,0.5125006674191891,0.7740662693977356,0.5451630144307856,0.5595938001068947,0.8511821974965229,0.8478572620478767,0.746564357199575,0.5181628465652466,0.5180610395394839,0.7595765590667725
3,309,0.546741247177124,0.0001,1021,16326,63.47052445945614,257.2217602680903,4237388800,124.79206286636469,1.0,5510,5343,5473,2.163773097557606,2.0040165143895687,0.07251997933386443,4.240309589406536,0.07251997933386443,0.0,0.0,0.0,0.07251997933386443,0.0,38.06067108200871,1.221701453748557,-0.31668496147396774,0.5179048637092464,0.5334045964724746,0.8477051460361613,0.8432885401220569,0.7381837259878483,0.5476680397987366,0.5476306931585329,0.8869537115097046,0.5189738107963656,0.5339390700160342,0.8484005563282336,0.8441691201141709,0.7357721012329275,0.5473471879959106,0.5473032288062267,0.867492139339447,0.5189738107963656,0.5334045964724746,0.8511821974965229,0.8465917697752335,0.7375132803023838,0.5446425080299377,0.5445998356892512,0.8643348217010498,0.5243185462319615,0.5387493319080705,0.847009735744089,0.8425169757685531,0.7350857985902786,0.545453667640686,0.5454049036543593,0.8459165096282959
4,412,0.5509832898775737,0.0001,1021,16326,63.03187991486134,259.0117896789452,4237388800,62.40624894742044,1.0,5557,5423,5346,1.836113296222967,1.733917315606389,0.08228839439204023,3.652319011795649,0.08228839439204023,0.0,0.0,0.0,0.08228839439204023,0.0,47.90598958165634,1.6545615020145834,0.03577855120894148,0.5195082843399251,0.5366114377338321,0.8407510431154381,0.8414624617840737,0.7370527334991677,0.5536360144615173,0.5535985585461315,0.9567891359329224,0.5163014430785676,0.532870122928915,0.8393602225312935,0.8400132719816208,0.735095298149954,0.5505977869033813,0.5505549828720908,0.9337007999420166,0.5232495991448424,0.5403527525387494,0.8400556328233658,0.840738104080173,0.7368262836184675,0.5482290387153625,0.5481858594804747,0.9313806891441345,0.518439337252806,0.5344735435595938,0.8393602225312935,0.8399479054298555,0.7347700455316212,0.546164870262146,0.5461167825592889,0.9093972444534302
5,515,0.5325502554575603,0.0001,1021,16326,62.62469769890885,260.69586949201766,4237388800,58.84769498287391,1.0,5575,5314,5437,1.5817802661663172,1.5103720453997433,0.08925665667176567,3.1814089648053416,0.08925665667176567,0.0,0.0,0.0,0.08925665667176567,0.0,46.36083175763106,2.6732970166181382,0.35994081330299327,0.521111704970604,0.535542490646713,0.8525730180806675,0.8494754796333448,0.7368098331564175,0.5326564908027649,0.532579091624317,0.8136849403381348,0.518439337252806,0.5323356493853554,0.8532684283727399,0.8501369808853951,0.7346966794004266,0.5337762236595154,0.5336931100767902,0.791669487953186,0.5232495991448424,0.5371459112773918,0.8525730180806675,0.8493777594821605,0.7365726722387613,0.5307663679122925,0.5306809842586517,0.7890846133232117,0.5179048637092464,0.5312667022982362,0.8525730180806675,0.8492791567950928,0.734361070018221,0.5327894687652588,0.5326998019829775,0.7685645222663879
6,618,0.5273960828781128,0.0001,1021,16326,62.42551974616893,261.5276587570552,4237388800,65.28749387743919,1.0,5375,5490,5461,1.399427694975454,1.33140210359267,0.09474004965629447,2.8255698496401016,0.09474004965629447,0.0,0.0,0.0,0.09474004965629447,0.0,39.97991093863924,2.302150751740255,0.21306002747559716,0.5430251202565473,0.5579903794762159,0.8504867872044506,0.8520192721510369,0.7394809830776252,0.5276615619659424,0.527550408218661,0.8420588970184326,0.5451630144307856,0.5595938001068947,0.849095966620306,0.8505934817643486,0.7382603637417273,0.5282360315322876,0.5281206866105398,0.8181167244911194,0.5467664350614645,0.5611972207375735,0.8518776077885952,0.8532985163609028,0.7393893477721408,0.526099681854248,0.525984878723438,0.8170137405395508,0.5446285408872261,0.5590593265633351,0.8518776077885952,0.85309561613351,0.7380202089455243,0.527056097984314,0.5269380782404517,0.794843852519989
7,721,0.5416581531365712,0.0001,1021,16326,63.21632344585125,258.2560824149987,4237388800,81.57459404582171,1.0,5412,5434,5480,1.2770571428461477,1.2287310134185283,0.09953362715542755,2.6053217856120408,0.09953362715542755,0.0,0.0,0.0,0.09953362715542755,0.0,56.74418835222949,2.466925083538743,0.41267958932278875,0.5253874933190807,0.5414216996258685,0.8546592489568846,0.8533159168881382,0.7399131266158044,0.5442678928375244,0.5442413669875544,0.9293687343597412,0.5243185462319615,0.5392838054516301,0.8567454798331016,0.8551414769629271,0.7389965894926752,0.5407888889312744,0.5407534134693635,0.9035975337028503,0.5237840726884019,0.5387493319080705,0.8546592489568846,0.8533952787381783,0.7397285224498408,0.5391208529472351,0.5390844026691893,0.9021838903427124,0.5253874933190807,0.5403527525387494,0.8553546592489569,0.8537350835353827,0.7387159109854131,0.5372354984283447,0.5371913540567088,0.8787673115730286
8,824,0.5240393777688344,5e-05,1021,16326,62.72937351919166,260.26084925199393,4237388800,61.5783412670294,1.0,5404,5544,5378,1.1634717870879476,1.1090434916047462,0.10334557151088052,2.375860855289818,0.10334557151088052,0.0,0.0,0.0,0.10334557151088052,0.0,44.61750764670605,3.077846448257554,0.4213497411424137,0.5269909139497595,0.5414216996258685,0.8442280945757997,0.8454259775224299,0.7414554524724076,0.5252765417098999,0.5251386611380129,0.872326135635376,0.5275253874933191,0.5414216996258685,0.8442280945757997,0.845369707208884,0.7408088087589946,0.5235788822174072,0.523440399995217,0.8487915396690369,0.5259219668626403,0.5398182789951897,0.8442280945757997,0.845369707208884,0.7414938978277676,0.5228412747383118,0.5227013693915473,0.8466745615005493,0.5269909139497595,0.5408872260823089,0.844923504867872,0.8460317361161432,0.740693286078635,0.5219864845275879,0.5218461341837533,0.8255341649055481
9,927,0.526392122109731,5e-05,1021,16326,62.61553182294859,260.73403123999014,4237388800,71.65123874624685,1.0,5438,5411,5477,1.0014898129588359,0.9516973879615194,0.10665388762527651,2.059841093540659,0.10665388762527651,0.0,0.0,0.0,0.10665388762527651,0.0,42.424316009580814,2.7361998209207163,0.4334307117363832,0.5259219668626403,0.5414216996258685,0.8588317107093185,0.8578306914929462,0.7469635931400554,0.527895450592041,0.527846213334646,0.9021204113960266,0.5232495991448424,0.5387493319080705,0.8588317107093185,0.8575269431975697,0.746402191241212,0.5259081125259399,0.5258503698895121,0.8766388893127441,0.5253874933190807,0.5403527525387494,0.8581363004172462,0.8570173204050374,0.7468928320154413,0.5249297618865967,0.5248715235636785,0.8748581409454346,0.5205772314270444,0.535542490646713,0.8581363004172462,0.856863933586217,0.7461810358189828,0.5238285064697266,0.5237627857261233,0.8523807525634766
10,1030,0.5257173577944438,5e-05,1021,16326,63.16857786406453,258.4512841210235,4237388800,38.346247731044215,1.0,5388,5482,5456,0.7649139579199437,0.7180223834502942,0.1109152499560803,1.5938515865721035,0.1109152499560803,0.0,0.0,0.0,0.1109152499560803,0.0,25.94957903076889,1.832804544879805,0.364694503964261,0.530197755211117,0.5456974879743453,0.8581363004172462,0.8576700428811784,0.7429113033613164,0.5267212986946106,0.5266441970299451,0.8803478479385376,0.530197755211117,0.5462319615179049,0.8560500695410292,0.855470837962463,0.7424892185950428,0.525291919708252,0.5252075154557188,0.8579683303833008,0.5318011758417959,0.5478353821485836,0.8574408901251739,0.8569375020942251,0.7427406567416346,0.5246195793151855,0.5245356516450899,0.8565345406532288,0.5291288081239979,0.5446285408872261,0.8581363004172462,0.8574592148364863,0.7422064607966942,0.5242287516593933,0.5241384378865234,0.8369958996772766
