checkpoint_fold	expert_id	mode	confidence_bottom_percent	error_top_percent	event_count	event_prevalence	R2_AUROC	R2_AUPRC	R2_recall_at_precision_0p8
0	cfcompat_seed1111	LAV	20	10	14	0.009150326797	0.8529494911	0.03029715832	0
0	cfcompat_seed1111	LAV	20	20	30	0.01960784314	0.8689111111	0.07214422184	0
0	cfcompat_seed1111	LAV	30	10	22	0.01437908497	0.8800639016	0.06259690664	0
0	cfcompat_seed1111	LAV	30	20	48	0.03137254902	0.8929093567	0.1417220519	0
0	cfcompat_seed1111	LAV	40	10	34	0.02222222222	0.7236552375	0.053002409	0
0	cfcompat_seed1111	LAV	40	20	70	0.04575163399	0.7524266145	0.1208177657	0
0	cfcompat_seed1111	LA	20	10	15	0.009803921569	0.8416721672	0.03220370056	0
0	cfcompat_seed1111	LA	20	20	30	0.01960784314	0.8755555556	0.08444183679	0
0	cfcompat_seed1111	LA	30	10	23	0.01503267974	0.8474366002	0.04708566253	0
0	cfcompat_seed1111	LA	30	20	49	0.03202614379	0.8799762984	0.1300997702	0
0	cfcompat_seed1111	LA	40	10	32	0.02091503268	0.7098422897	0.04187848465	0
0	cfcompat_seed1111	LA	40	20	70	0.04575163399	0.7237475538	0.110038551	0
0	cfcompat_seed1111	LV	20	10	13	0.008496732026	0.8779473658	0.04312298588	0
0	cfcompat_seed1111	LV	20	20	28	0.01830065359	0.8790422294	0.1291710212	0.03571428571
0	cfcompat_seed1111	LV	30	10	19	0.01241830065	0.8761712355	0.06690640593	0
0	cfcompat_seed1111	LV	30	20	42	0.02745098039	0.8812083973	0.1871353069	0.02380952381
0	cfcompat_seed1111	LV	40	10	31	0.02026143791	0.7440874562	0.05497004683	0
0	cfcompat_seed1111	LV	40	20	69	0.04509803922	0.7506175044	0.1458116722	0.01449275362
0	cfcompat_seed1111	L	20	10	22	0.01437908497	0.8840426815	0.07245466577	0
0	cfcompat_seed1111	L	20	20	44	0.02875816993	0.8870977609	0.1376738296	0
0	cfcompat_seed1111	L	30	10	27	0.01764705882	0.8856854193	0.08729308097	0
0	cfcompat_seed1111	L	30	20	54	0.03529411765	0.8898047777	0.1627484101	0
0	cfcompat_seed1111	L	40	10	30	0.01960784314	0.8504	0.08307501395	0
0	cfcompat_seed1111	L	40	20	68	0.04444444444	0.8136114911	0.1468973696	0
