outer_fold,expert_id,rows,checkpoint_sha256,run_manifest_sha256,max_abs_final_replay_diff,mean_abs_final_replay_diff,mismatch_gt_1e_6,mismatch_gt_1e_5
0,uniform_kd_seed1111,34128,37111ecab57fd1a5b5bb61160a0f313fdc553c3ffc595e81a3219e1fe0786b05,75fba135591e488a43039e3addeebf9766c6fda9b3bdb86fde84365d1904b714,5.000000414e-10,8.567839117e-11,0,0
0,moddrop_seed1111,34128,24ed8455042a189744de5e2804be3b2559e0df6ffc75180ffa6781bdbdc9d549,9262f07d5292d11fa54a48884aade9296c0afc24d4cbd3954aa120a19f8e7a89,4.999389791e-10,8.07779786e-11,0,0
0,moddrop_seed1114,34128,162c0a0bf364025107843d40f4f427d007baa8236db3682d0da093a381b48a56,ca6317a38b154b8f1e571b4e4ea8c9928ac5b3c2f9d9eb6f06f45ed134865e73,4.998779168e-10,7.71310925e-11,0,0
0,cfcompat_seed1111,34128,fb9e17dcabd688385cdc52e8678feeafea184b1343d65230f1bfd8e1f8fc8aec,908b9ce84ef67b7b9c834932a4359f8d02a9e74ddb96c1ca11efb14f5e6b9cd9,5.000000414e-10,8.219604972e-11,0,0
0,cfcompat_seed1114,34128,72e0456a58cfe550bf74ba865f581101fa8bfabc6d338e877fc242156e7fc47a,942d68c793267647475d350db7ef49db5594265e559da9176bd6a4fa21467c6f,4.999389791e-10,8.193052796e-11,0,0
