mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LV	0.9245839596	1.275611521	-0.5818480594	-0.488452788	-0.3800865375	1	inner_train
