Mode	Granularity	BoundaryCount	Agreement	CMean	CStd	CNonzeroRate	CCV	EffectiveSampleSize	CoarseOnlyHeadroom	TeacherReferenceGapMean
LA	Acc2	1	0.8102413328433175	0.3277397155761719	0.3362082540988922	0.8102413328433175	1.0258392095565796	7954.799058999001	0.33290456939850543	0.4148285686969757
LA	Acc5	4	0.6618890113928703	0.5353161692619324	0.3540889322757721	0.9099442606884723	0.6614575982093811	45428.043288931454	0.33290456939850543	0.4148285686969757
LA	Acc7	6	0.6272203846625015	0.6502308249473572	0.3559814989566803	0.93218383764139	0.547469437122345	75366.84370129603	0.33290456939850543	0.4148285686969757
LV	Acc2	1	0.8159990199681489	0.32846948504447937	0.33637717366218567	0.8159990199681489	1.0240743160247803	7968.845849503747	0.33461962513781696	0.4162907302379608
LV	Acc5	4	0.6599901996814896	0.5353972911834717	0.35420024394989014	0.9094542447629548	0.6615652441978455	45423.543880241625	0.33461962513781696	0.4162907302379608
LV	Acc7	6	0.6251990689697415	0.6500958204269409	0.3561374247074127	0.9317040303809874	0.5478229522705078	75344.39790665703	0.33461962513781696	0.4162907302379608
L	Acc2	1	0.8128139164522847	0.3282467722892761	0.33636370301246643	0.8128139164522847	1.0247281789779663	7963.6385520273625	0.3339458532402303	0.41641321778297424
L	Acc5	4	0.6605414675976969	0.53533536195755	0.35419055819511414	0.9095767487443341	0.6616237163543701	45421.09558596603	0.3339458532402303	0.41641321778297424
L	Acc7	6	0.6256890848952591	0.6500905156135559	0.35612303018569946	0.931775491036792	0.5478053092956543	75345.51443375398	0.3339458532402303	0.41641321778297424
