direction	role	mode	samples	mean_entropy	mean_top1	mean_top2_sum	hard_fraction	entropy_margin_spearman	mean_q__uniform_kd_seed1111	mean_q__moddrop_seed1111	mean_q__moddrop_seed1114	mean_q__cfcompat_seed1111	mean_q__cfcompat_seed1114
A	inner_train	LAV	7438	0.3868013935	0.8412156727	0.968581372	0.01559559021	-0.968642377	0.2078237391	0.1906574915	0.2277937629	0.1697121059	0.2040129006
A	inner_train	LA	7438	0.387075053	0.8404102356	0.9688700375	0.01505781124	-0.9681861649	0.2092318825	0.1929107038	0.2288740404	0.1688770737	0.2001062996
A	inner_train	LV	7438	0.3911774978	0.8380805451	0.9673430361	0.01505781124	-0.9679862659	0.2038800829	0.1942326237	0.2311908854	0.171467765	0.199228643
A	inner_train	L	7438	0.3893896575	0.8387111107	0.9676749356	0.0149233665	-0.9672826035	0.2065693166	0.1969139723	0.2292911453	0.1691494918	0.198076074
A	inner_valid	LAV	1094	0.3627837304	0.8509528051	0.970245961	0.01279707495	-0.975122915	0.2390194734	0.1829050655	0.2159253557	0.1595536656	0.2025964398
A	inner_valid	LA	1094	0.3602303411	0.8530012997	0.9716235888	0.01371115174	-0.9758209994	0.242634861	0.1811762159	0.2152872686	0.1623436016	0.198558053
A	inner_valid	LV	1094	0.3621847193	0.8533418195	0.9711038978	0.01371115174	-0.9712346158	0.2354117363	0.1841605277	0.2146916068	0.1616954663	0.2040406628
A	inner_valid	L	1094	0.3619257979	0.8522239024	0.9724478215	0.01462522852	-0.9725542548	0.240383119	0.1834981816	0.2124123487	0.1624232036	0.2012831471
