direction	l2	inner_valid_J	LAV__uniform_kd_seed1111	LAV__moddrop_seed1111	LAV__moddrop_seed1114	LAV__cfcompat_seed1111	LAV__cfcompat_seed1114	LA__uniform_kd_seed1111	LA__moddrop_seed1111	LA__moddrop_seed1114	LA__cfcompat_seed1111	LA__cfcompat_seed1114	LV__uniform_kd_seed1111	LV__moddrop_seed1111	LV__moddrop_seed1114	LV__cfcompat_seed1111	LV__cfcompat_seed1114	L__uniform_kd_seed1111	L__moddrop_seed1111	L__moddrop_seed1114	L__cfcompat_seed1111	L__cfcompat_seed1114
B	0.01	0.5270851191	0.1778969318	0.2542016239	0.260521522	0.1201113212	0.1872686011	0.1918570782	0.2616145923	0.2805190282	0.1083733725	0.1576359287	0.19771967	0.2374860954	0.2731201852	0.1114289491	0.1802451003	0.2081262618	0.2485774128	0.287429329	0.1017926307	0.1540743657
B	0	0.5271335753	0.1801806542	0.2742063889	0.2716174745	0.09371205398	0.1802834285	0.202132182	0.2823202735	0.2958162772	0.07443699515	0.1452942721	0.2129333609	0.2516854171	0.2858046291	0.07689403528	0.1726825576	0.2293986469	0.264590398	0.3029105348	0.06042148433	0.1426789359
B	0.001	0.5271339313	0.1794761767	0.2716324694	0.2703849685	0.09735857218	0.1811478132	0.200130767	0.279696471	0.2941570077	0.07929607383	0.1467196806	0.2101434459	0.2498872281	0.2844936661	0.08194691847	0.1735287415	0.2255694198	0.2626005167	0.3013430285	0.06660503873	0.1438819962
