direction	role	mode	samples	mean_entropy	mean_top1	mean_top2_sum	hard_fraction	entropy_margin_spearman	mean_q__uniform_kd_seed1111	mean_q__moddrop_seed1111	mean_q__moddrop_seed1114	mean_q__cfcompat_seed1111	mean_q__cfcompat_seed1114
B	inner_train	LAV	6933	0.3631435137	0.8507442681	0.9699949363	0.01716428674	-0.9745929127	0.1693112204	0.1985123326	0.2159494955	0.1958326443	0.2203943072
B	inner_train	LA	6933	0.365233238	0.8510069039	0.9692501028	0.01759699986	-0.972715213	0.171144515	0.1979822908	0.2199186105	0.189840499	0.2211140848
B	inner_train	LV	6933	0.3641580144	0.852387646	0.9692810964	0.01702004904	-0.9747394994	0.1723622928	0.1969277645	0.2187608269	0.188714505	0.2232346109
B	inner_train	L	6933	0.366650423	0.8504889652	0.9688231068	0.01889513919	-0.972479439	0.1728145117	0.1968322232	0.2225887307	0.1833487078	0.2244158266
B	inner_valid	LAV	861	0.3520771499	0.8589195864	0.9707701341	0.01742160279	-0.9763930655	0.1930129131	0.1990576285	0.2055958094	0.1656709933	0.2366626557
B	inner_valid	LA	861	0.3694883122	0.8483424515	0.9689594605	0.01858304297	-0.9723325433	0.1937866435	0.2003344738	0.2079707423	0.1629801097	0.2349280308
B	inner_valid	LV	861	0.3575998434	0.8559209927	0.9695615203	0.01742160279	-0.9767208357	0.1939933648	0.1982547786	0.2109506568	0.1624765139	0.2343246858
B	inner_valid	L	861	0.3720853331	0.8477684229	0.9677790603	0.01858304297	-0.9737914533	0.1952174439	0.1974942562	0.2122025848	0.1554534933	0.2396322219
