direction	config_id	mode	expert_id	spearman_risk_error	spearman_regret
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1111	0.1591733251	0.3068102217
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1114	0.131911321	0.2854600561
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LV	uniform_kd_seed1111	0.1538312097	0.2179532783
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1111	0.1698575835	0.3075235345
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1114	0.1573193035	0.3168578583
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1111	0.1517086004	0.3279345661
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1114	0.1317800424	0.2749371123
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	L	uniform_kd_seed1111	0.1701875233	0.1959063232
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1111	0.1786794363	0.3064208733
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1114	0.1555366144	0.306848489
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1111	0.1706303274	0.3134473755
A	D__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1114	0.135284653	0.2786299269
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	uniform_kd_seed1111	0.1824333389	0.2266469187
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	moddrop_seed1111	0.1947303976	0.3313035077
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	moddrop_seed1114	0.1792053186	0.3092909228
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	cfcompat_seed1111	0.1807581619	0.3205453278
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	cfcompat_seed1114	0.1630785704	0.2838250761
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LA	uniform_kd_seed1111	0.1462967122	0.200316829
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LA	moddrop_seed1111	0.169490436	0.3185395486
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LA	moddrop_seed1114	0.154253246	0.3153103423
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LA	cfcompat_seed1111	0.151252113	0.3105533456
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LA	cfcompat_seed1114	0.1309743709	0.2867800995
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LV	uniform_kd_seed1111	0.1891962217	0.2272978452
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LV	moddrop_seed1111	0.1942399633	0.3157980061
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LV	moddrop_seed1114	0.1762205816	0.3103213591
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LV	cfcompat_seed1111	0.1719427907	0.3281857791
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	LV	cfcompat_seed1114	0.1535155508	0.2795442193
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	L	uniform_kd_seed1111	0.1702403225	0.2070371548
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	L	moddrop_seed1111	0.1805393877	0.3211808519
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	L	moddrop_seed1114	0.1572892901	0.297974559
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	L	cfcompat_seed1111	0.166994788	0.3173374089
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p25	L	cfcompat_seed1114	0.1397448904	0.2801230626
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LAV	uniform_kd_seed1111	0.2059377357	0.228526555
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LAV	moddrop_seed1111	0.2209112503	0.3305806045
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LAV	moddrop_seed1114	0.2072382958	0.320245502
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LAV	cfcompat_seed1111	0.2086969235	0.3196626951
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LAV	cfcompat_seed1114	0.1870175962	0.2904541369
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LA	uniform_kd_seed1111	0.1758059047	0.2009022301
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LA	moddrop_seed1111	0.1939880191	0.319860176
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LA	moddrop_seed1114	0.172902085	0.3141185328
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LA	cfcompat_seed1111	0.1834523519	0.3193086595
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LA	cfcompat_seed1114	0.1513244152	0.2803510875
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LV	uniform_kd_seed1111	0.2042625404	0.2381298764
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LV	moddrop_seed1111	0.2109362392	0.3163415609
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LV	moddrop_seed1114	0.1887415765	0.3111226799
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LV	cfcompat_seed1111	0.1946882205	0.3415347794
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	LV	cfcompat_seed1114	0.1681860267	0.2946690813
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	L	uniform_kd_seed1111	0.1941574352	0.2137408545
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	L	moddrop_seed1111	0.2084367699	0.3260823155
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	L	moddrop_seed1114	0.17132854	0.291653206
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	L	cfcompat_seed1111	0.1980850796	0.3206413698
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p5	L	cfcompat_seed1114	0.1601002965	0.2903321838
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LAV	uniform_kd_seed1111	0.2061056649	0.2389449908
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LAV	moddrop_seed1111	0.234588934	0.3149408568
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LAV	moddrop_seed1114	0.1949429509	0.3094841141
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LAV	cfcompat_seed1111	0.2039332533	0.3134541535
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LAV	cfcompat_seed1114	0.1721115997	0.2771162533
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LA	uniform_kd_seed1111	0.1634636628	0.1878261207
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LA	moddrop_seed1111	0.1920740313	0.3005971057
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LA	moddrop_seed1114	0.1587528102	0.2642395303
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LA	cfcompat_seed1111	0.1716417866	0.2892604068
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LA	cfcompat_seed1114	0.1388060049	0.2514811532
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LV	uniform_kd_seed1111	0.2119112972	0.2215143492
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LV	moddrop_seed1111	0.2152102817	0.2805527879
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LV	moddrop_seed1114	0.1859276832	0.2857266147
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LV	cfcompat_seed1111	0.200502642	0.324771371
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	LV	cfcompat_seed1114	0.1624315073	0.2691736677
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	L	uniform_kd_seed1111	0.2172454691	0.191724546
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	L	moddrop_seed1111	0.2320532359	0.292606055
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	L	moddrop_seed1114	0.1850025304	0.2346276816
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	L	cfcompat_seed1111	0.2210334307	0.291041108
A	H__standardized_euclidean__K60__exponential_query_neighbor_median_bandwidth__beta0p75	L	cfcompat_seed1114	0.1899029782	0.259043381
A	C__cosine__K15__reciprocal_epsilon_1e-6	LAV	uniform_kd_seed1111	0.1195792064	0.0302347621
A	C__cosine__K15__reciprocal_epsilon_1e-6	LAV	moddrop_seed1111	0.1357213884	0.0699665101
A	C__cosine__K15__reciprocal_epsilon_1e-6	LAV	moddrop_seed1114	0.08668820596	0.06103506465
A	C__cosine__K15__reciprocal_epsilon_1e-6	LAV	cfcompat_seed1111	0.1361494278	0.07978890779
A	C__cosine__K15__reciprocal_epsilon_1e-6	LAV	cfcompat_seed1114	0.08862612343	0.05321381709
A	C__cosine__K15__reciprocal_epsilon_1e-6	LA	uniform_kd_seed1111	0.1482916815	-0.02473412499
A	C__cosine__K15__reciprocal_epsilon_1e-6	LA	moddrop_seed1111	0.1842870672	0.113420986
A	C__cosine__K15__reciprocal_epsilon_1e-6	LA	moddrop_seed1114	0.1208697125	0.04492153974
A	C__cosine__K15__reciprocal_epsilon_1e-6	LA	cfcompat_seed1111	0.1820118891	0.09628183437
A	C__cosine__K15__reciprocal_epsilon_1e-6	LA	cfcompat_seed1114	0.1284124309	0.07031262288
A	C__cosine__K15__reciprocal_epsilon_1e-6	LV	uniform_kd_seed1111	0.1872956513	0.03421850688
A	C__cosine__K15__reciprocal_epsilon_1e-6	LV	moddrop_seed1111	0.1693556655	0.1060098356
A	C__cosine__K15__reciprocal_epsilon_1e-6	LV	moddrop_seed1114	0.1139025707	0.07105727538
A	C__cosine__K15__reciprocal_epsilon_1e-6	LV	cfcompat_seed1111	0.1657890923	0.1105805081
A	C__cosine__K15__reciprocal_epsilon_1e-6	LV	cfcompat_seed1114	0.1116113997	0.006867017197
A	C__cosine__K15__reciprocal_epsilon_1e-6	L	uniform_kd_seed1111	0.1655508424	0.03613518882
A	C__cosine__K15__reciprocal_epsilon_1e-6	L	moddrop_seed1111	0.1791182354	0.1368360755
A	C__cosine__K15__reciprocal_epsilon_1e-6	L	moddrop_seed1114	0.1508245794	0.08101501675
A	C__cosine__K15__reciprocal_epsilon_1e-6	L	cfcompat_seed1111	0.1651906511	0.1286159983
A	C__cosine__K15__reciprocal_epsilon_1e-6	L	cfcompat_seed1114	0.1566708033	0.1481623089
A	D__cosine__K15__reciprocal_epsilon_1e-6	LAV	uniform_kd_seed1111	0.1137379592	0.1861359971
A	D__cosine__K15__reciprocal_epsilon_1e-6	LAV	moddrop_seed1111	0.1466158355	0.2680390779
A	D__cosine__K15__reciprocal_epsilon_1e-6	LAV	moddrop_seed1114	0.1131294896	0.2713988265
A	D__cosine__K15__reciprocal_epsilon_1e-6	LAV	cfcompat_seed1111	0.1334063153	0.2969247585
A	D__cosine__K15__reciprocal_epsilon_1e-6	LAV	cfcompat_seed1114	0.08134974734	0.2253437702
A	D__cosine__K15__reciprocal_epsilon_1e-6	LA	uniform_kd_seed1111	0.1037990213	0.171106543
A	D__cosine__K15__reciprocal_epsilon_1e-6	LA	moddrop_seed1111	0.1289573416	0.2686031108
A	D__cosine__K15__reciprocal_epsilon_1e-6	LA	moddrop_seed1114	0.1127712413	0.2857350057
A	D__cosine__K15__reciprocal_epsilon_1e-6	LA	cfcompat_seed1111	0.1027890265	0.2707807826
A	D__cosine__K15__reciprocal_epsilon_1e-6	LA	cfcompat_seed1114	0.07616304181	0.2281644242
A	D__cosine__K15__reciprocal_epsilon_1e-6	LV	uniform_kd_seed1111	0.09133589385	0.1913600365
A	D__cosine__K15__reciprocal_epsilon_1e-6	LV	moddrop_seed1111	0.1144743896	0.2480996218
A	D__cosine__K15__reciprocal_epsilon_1e-6	LV	moddrop_seed1114	0.08792295255	0.2617619265
A	D__cosine__K15__reciprocal_epsilon_1e-6	LV	cfcompat_seed1111	0.1023833863	0.2862889655
A	D__cosine__K15__reciprocal_epsilon_1e-6	LV	cfcompat_seed1114	0.06994536298	0.2088034927
A	D__cosine__K15__reciprocal_epsilon_1e-6	L	uniform_kd_seed1111	0.1238331332	0.1921780093
A	D__cosine__K15__reciprocal_epsilon_1e-6	L	moddrop_seed1111	0.1489710344	0.2642223548
A	D__cosine__K15__reciprocal_epsilon_1e-6	L	moddrop_seed1114	0.1288638515	0.2771564953
A	D__cosine__K15__reciprocal_epsilon_1e-6	L	cfcompat_seed1111	0.1385024178	0.2916536443
A	D__cosine__K15__reciprocal_epsilon_1e-6	L	cfcompat_seed1114	0.103892899	0.2337513328
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LAV	uniform_kd_seed1111	0.2133594678	0.2272751289
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LAV	moddrop_seed1111	0.2355827893	0.3319741603
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LAV	moddrop_seed1114	0.2144197597	0.2987555373
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LAV	cfcompat_seed1111	0.2252417305	0.3081518391
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LAV	cfcompat_seed1114	0.1871682678	0.2719511519
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LA	uniform_kd_seed1111	0.1667969333	0.1842118449
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LA	moddrop_seed1111	0.185164766	0.3087832824
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LA	moddrop_seed1114	0.1787409494	0.3011258308
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LA	cfcompat_seed1111	0.1818702174	0.2951409484
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LA	cfcompat_seed1114	0.1555597083	0.2854749867
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LV	uniform_kd_seed1111	0.1840213481	0.2387746024
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LV	moddrop_seed1111	0.1996674776	0.307397339
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LV	moddrop_seed1114	0.1728006474	0.2933798428
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LV	cfcompat_seed1111	0.1820689958	0.3262071193
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	LV	cfcompat_seed1114	0.1608170938	0.2964422927
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	L	uniform_kd_seed1111	0.1699592979	0.2142235311
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	L	moddrop_seed1111	0.1834368378	0.3191848711
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	L	moddrop_seed1114	0.1626813729	0.2832373103
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	L	cfcompat_seed1111	0.1752836609	0.3422144825
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p25	L	cfcompat_seed1114	0.1356626977	0.2810185739
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LAV	uniform_kd_seed1111	0.2055396474	0.217649926
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LAV	moddrop_seed1111	0.2195822057	0.3076870588
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LAV	moddrop_seed1114	0.2184046575	0.303000631
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LAV	cfcompat_seed1111	0.2041943624	0.289283091
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LAV	cfcompat_seed1114	0.1896642568	0.2779755236
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LA	uniform_kd_seed1111	0.1737199551	0.158533852
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LA	moddrop_seed1111	0.2112857992	0.2754400485
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LA	moddrop_seed1114	0.1758730287	0.2840944713
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LA	cfcompat_seed1111	0.1994810994	0.2701751507
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LA	cfcompat_seed1114	0.1660999763	0.2667049532
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LV	uniform_kd_seed1111	0.1987570416	0.2084482132
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LV	moddrop_seed1111	0.2004909475	0.2864697838
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LV	moddrop_seed1114	0.178583404	0.2818199703
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LV	cfcompat_seed1111	0.1867226501	0.3183781198
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	LV	cfcompat_seed1114	0.1536837275	0.2596419573
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	L	uniform_kd_seed1111	0.178713145	0.1917781486
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	L	moddrop_seed1111	0.1814361038	0.2948673999
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	L	moddrop_seed1114	0.1628753214	0.2761501888
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	L	cfcompat_seed1111	0.1784772852	0.3241581074
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p5	L	cfcompat_seed1114	0.1569377414	0.2966882692
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LAV	uniform_kd_seed1111	0.1998324191	0.1710373745
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LAV	moddrop_seed1111	0.2261393905	0.2575989991
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LAV	moddrop_seed1114	0.1988181993	0.2481310334
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LAV	cfcompat_seed1111	0.2128665131	0.2647642634
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LAV	cfcompat_seed1114	0.1849169277	0.2238127028
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LA	uniform_kd_seed1111	0.1968199582	0.1390274888
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LA	moddrop_seed1111	0.2268792487	0.2492947288
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LA	moddrop_seed1114	0.1962782094	0.2245327792
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LA	cfcompat_seed1111	0.2182016999	0.2377847926
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LA	cfcompat_seed1114	0.1932382353	0.2234168097
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LV	uniform_kd_seed1111	0.1935366091	0.1848995865
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LV	moddrop_seed1111	0.1964016428	0.2592483008
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LV	moddrop_seed1114	0.1644254683	0.2509903052
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LV	cfcompat_seed1111	0.189264143	0.2815932559
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	LV	cfcompat_seed1114	0.1528780009	0.2101666607
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	L	uniform_kd_seed1111	0.1888690996	0.1921415572
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	L	moddrop_seed1111	0.2038868444	0.2635020559
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	L	moddrop_seed1114	0.1723880255	0.2402436549
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	L	cfcompat_seed1111	0.1904620579	0.2793263534
A	H__cosine__K15__reciprocal_epsilon_1e-6__beta0p75	L	cfcompat_seed1114	0.1772116711	0.2574263034
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	uniform_kd_seed1111	0.1190863068	0.03043017511
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	moddrop_seed1111	0.1348869114	0.06953935573
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	moddrop_seed1114	0.08653799258	0.06099142252
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	cfcompat_seed1111	0.136151774	0.08059736041
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	cfcompat_seed1114	0.08808628095	0.05309601011
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	uniform_kd_seed1111	0.147467625	-0.02322906766
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	moddrop_seed1111	0.1833384317	0.1124935037
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	moddrop_seed1114	0.1205306189	0.04479790949
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1111	0.1818268948	0.09623490538
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1114	0.1268792647	0.06913535006
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	uniform_kd_seed1111	0.1886478283	0.03448412352
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1111	0.1697795807	0.1062036353
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1114	0.1130772678	0.07135152435
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1111	0.1666405428	0.1105645617
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1114	0.1126465798	0.008817227161
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	L	uniform_kd_seed1111	0.1624297311	0.03238632206
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1111	0.181679378	0.1405407669
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1114	0.1515999151	0.08807135926
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1111	0.1645903017	0.1317827178
A	C__cosine__K15__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1114	0.1574726989	0.1528748488
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	uniform_kd_seed1111	0.1308099702	0.2027063515
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	moddrop_seed1111	0.1675008557	0.3116657368
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	moddrop_seed1114	0.1310046518	0.2953983723
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	cfcompat_seed1111	0.1546959677	0.3259625296
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LAV	cfcompat_seed1114	0.1074642367	0.2480918099
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	uniform_kd_seed1111	0.1243761637	0.1806286727
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	moddrop_seed1111	0.1464493177	0.3083842642
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	moddrop_seed1114	0.1326161233	0.3088655269
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1111	0.1325523536	0.2969271427
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LA	cfcompat_seed1114	0.1053882494	0.2686420214
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	uniform_kd_seed1111	0.1150961942	0.2134282114
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1111	0.1403884876	0.2992454367
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	moddrop_seed1114	0.1127890854	0.3046034749
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1111	0.1268332292	0.3274236622
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	LV	cfcompat_seed1114	0.09434796983	0.2560276786
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	L	uniform_kd_seed1111	0.1414208098	0.2065025284
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1111	0.1655064933	0.2956170877
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	L	moddrop_seed1114	0.1353595764	0.2946497005
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1111	0.1589604529	0.3176827715
A	D__cosine__K15__exponential_query_neighbor_median_bandwidth	L	cfcompat_seed1114	0.1251934579	0.2639769961
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	uniform_kd_seed1111	0.2128847605	0.2278143056
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	moddrop_seed1111	0.2341656512	0.3314530765
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	moddrop_seed1114	0.2128944937	0.2987925159
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	cfcompat_seed1111	0.2241477848	0.3083301375
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LAV	cfcompat_seed1114	0.1857123896	0.2716063357
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LA	uniform_kd_seed1111	0.166773581	0.1823067247
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LA	moddrop_seed1111	0.1844216727	0.30683002
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LA	moddrop_seed1114	0.1778928075	0.3009257063
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LA	cfcompat_seed1111	0.1812147042	0.2947292223
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LA	cfcompat_seed1114	0.1545368826	0.2850563218
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LV	uniform_kd_seed1111	0.1830258064	0.2383424583
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LV	moddrop_seed1111	0.19900894	0.3065811703
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LV	moddrop_seed1114	0.1713244872	0.2929892415
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LV	cfcompat_seed1111	0.1811522085	0.3258183379
A	H__cosine__K15__exponential_query_neighbor_median_bandwidth__beta0p25	LV	cfcompat_seed1114	0.1595466773	0.2958562126
