algorithm	parameter	inner_valid_AUROC	inner_valid_AUPRC
logistic	0.1	0.6291640977	0.3135599279
hgb	fixed	0.6284120845	0.2864803804
logistic	1.0	0.627169628	0.3095410979
logistic	10.0	0.6257123106	0.307878803
