checkpoint_fold	expert_id	mode	model	Error_Spearman	Error_Pearson	Risk_MAE	Risk_RMSE	bad20_AUROC	bad20_AUPRC	bad20_Brier	bad20_ECE	bad10_AUROC	fixed_bad_AUROC	fixed_bad_AUPRC	confident_wrong_AUROC	confident_wrong_AUPRC	confident_wrong_recall_at_precision_0p8
1	uniform_kd_seed1111	LAV	R0_global	0	0	0.3725785399	0.4892245406	0.5	0.1981495759	0.1588897456	0.001850424056	0.5	0.5	0.1603700848	NA	NA	NA
1	uniform_kd_seed1111	LAV	R0_mode	0	0	0.3725167386	0.4892164681	0.5	0.1981495759	0.1588897456	0.001850424056	0.5	0.5	0.1603700848	NA	NA	NA
1	uniform_kd_seed1111	LAV	R1	0.2257687106	0.1900983104	0.3495687776	0.5186703562	0.5995379377	0.2628299493	0.1562309817	0.0161032677	0.600264516	0.5964297697	0.2065971042	0.8076115133637258	0.12642440452195003	0.0
1	uniform_kd_seed1111	LAV	R2	0.2282546783	0.2174225947	0.3506066988	0.5181952122	0.6097837474	0.271885674	0.2376124678	0.2670210098	0.6093572548	0.5951958395	0.2118380165	0.8467119573314263	0.16518281721429967	0.018518518518518517
1	uniform_kd_seed1111	LAV	N3_output_only	0.2257687106	0.1900983104	0.3495687776	0.5186703562	0.5995379377	0.2628299493	0.1562309817	0.0161032677	0.600264516	0.5964297697	0.2065971042	0.8076115133637258	0.12642440452195003	0.0
1	uniform_kd_seed1111	LAV	N2_length_mask_only	0.02079658187	0.01325404115	0.3592945491	0.5323298556	0.5360090542	0.2209392232	0.2501412929	0.3035018726	0.4913565072	0.5098913082	0.1650370181	0.5783647686302553	0.04740577500851635	0.0
1	uniform_kd_seed1111	LAV	N5_label_bin_prior	0.2094008586	0.1684268753	0.3530279758	0.5244896166	0.5558926968	0.2193145566	0.2487312427	0.3004003113	0.5655683501	0.5633608815	0.1872223574	0.6876731920979708	0.06771659636789627	0.0
1	uniform_kd_seed1111	LAV	N1_matched_gaussian	0.006262558943	0.009106626984	0.3649714862	0.5352718691	0.5127357079	0.2142277884	0.2536455817	0.2839582974	0.5304121562	0.5072402345	0.1753707229	0.44283543398587644	0.03719663847666413	0.0
1	uniform_kd_seed1111	LAV	N0_shuffle_seed23071	0.04736522406	0.04536062061	0.3621419775	0.5343453945	0.5247530679	0.2325538222	0.2471642744	0.2833527326	0.5306277943	0.5242680299	0.1873746809	0.5935907750067042	0.05316995163080361	0.0
1	uniform_kd_seed1111	LAV	N0_shuffle_seed23072	0.00141973336	-0.02159026434	0.3665193676	0.538276396	0.4867592038	0.1981265014	0.2553970099	0.2875207077	0.4603441584	0.4773389489	0.1611240528	0.5640922499329579	0.04561750680216811	0.0
1	uniform_kd_seed1111	LAV	N0_shuffle_seed23073	0.01751592059	0.04213637602	0.3649640797	0.535505852	0.5309600419	0.2143185915	0.2459651411	0.2826560506	0.5409496701	0.5217030444	0.1714547883	0.49490480021453476	0.03921402950228267	0.0
1	uniform_kd_seed1111	LA	R0_global	0	0	0.3736701603	0.4909332483	0.5	0.1966075559	0.1579645335	0.003392444102	0.5	0.5	0.1626831149	NA	NA	NA
1	uniform_kd_seed1111	LA	R0_mode	0	0	0.3738823797	0.4909587886	0.5	0.1966075559	0.1579645335	0.003392444102	0.5	0.5	0.1626831149	NA	NA	NA
1	uniform_kd_seed1111	LA	R1	0.2024236736	0.1907599636	0.3529435641	0.5207055218	0.5719543864	0.2446060713	0.1572701813	0.01532261745	0.5548223861	0.5585652815	0.1918146347	0.7877367046361459	0.07169109524296045	0.0
1	uniform_kd_seed1111	LA	R2	0.2245488923	0.1883366871	0.3525369901	0.5201308857	0.5980730872	0.256123518	0.2378301829	0.2744067117	0.6059501732	0.5897331832	0.2065073985	0.9046288906624103	0.21383528415819275	0.0
1	uniform_kd_seed1111	LA	N3_output_only	0.2024236736	0.1907599636	0.3529435641	0.5207055218	0.5719543864	0.2446060713	0.1572701813	0.01532261745	0.5548223861	0.5585652815	0.1918146347	0.7877367046361459	0.07169109524296045	0.0
1	uniform_kd_seed1111	LA	N2_length_mask_only	0.01997383483	0.01277182799	0.3614804371	0.5340078505	0.5343268977	0.2167298169	0.2501711294	0.3049754074	0.5051285922	0.5153832055	0.1710303245	0.5889138794166727	0.040127443603262966	0.0
1	uniform_kd_seed1111	LA	N5_label_bin_prior	0.2053255065	0.1644037214	0.3549472931	0.5262266171	0.5551051899	0.2160164081	0.2489528438	0.3020624934	0.5698523598	0.5536295637	0.1837984612	0.7533011681056373	0.06664838735350997	0.0
1	uniform_kd_seed1111	LA	N1_matched_gaussian	-0.01071927452	-0.03177148656	0.3681164392	0.5394933808	0.489225095	0.1881629795	0.2543262549	0.284928701	0.4904112937	0.4678240074	0.1486008479	0.4988935645360227	0.03785610962250699	0.0
1	uniform_kd_seed1111	LA	N0_shuffle_seed23071	0.01639263097	0.02101570355	0.366524734	0.5365593794	0.4799819352	0.1928160125	0.2579886389	0.2873914531	0.4969954428	0.4854896005	0.1641314724	0.5810962780236523	0.03905516187104493	0.0
1	uniform_kd_seed1111	LA	N0_shuffle_seed23072	0.02206460693	-0.00125268002	0.3658764758	0.5371835453	0.504907606	0.1973503727	0.251258166	0.2816962007	0.4656919826	0.4968709905	0.163369924	0.497678299354277	0.03391856636790355	0.0
1	uniform_kd_seed1111	LA	N0_shuffle_seed23073	-0.01008135315	0.02186429287	0.3679732233	0.5363099341	0.5094275714	0.2074572184	0.2508731435	0.285939527	0.5415750205	0.5090291779	0.1748520147	0.5569723572516868	0.03924535271182423	0.0
1	uniform_kd_seed1111	LV	R0_global	0	0	0.3719495488	0.4878836412	0.5	0.1966075559	0.1579645335	0.003392444102	0.5	0.5	0.1572860447	NA	NA	NA
1	uniform_kd_seed1111	LV	R0_mode	0	0	0.3717439043	0.4878555931	0.5	0.1966075559	0.1579645335	0.003392444102	0.5	0.5	0.1572860447	NA	NA	NA
1	uniform_kd_seed1111	LV	R1	0.2262939301	0.1912226547	0.3491678439	0.5176604314	0.5646550751	0.2282351236	0.1575926311	0.0108451037	0.5666771293	0.5587652261	0.1817941722	0.7983670571529996	0.09077083481506203	0.0
1	uniform_kd_seed1111	LV	R2	0.1898935691	0.1547395107	0.3537728357	0.520701694	0.5877987279	0.2485255417	0.2415392479	0.2722233924	0.591455225	0.5829341801	0.1998578289	0.8695598154064608	0.20033104301865426	0.06666666666666667
1	uniform_kd_seed1111	LV	N3_output_only	0.2262939301	0.1912226547	0.3491678439	0.5176604314	0.5646550751	0.2282351236	0.1575926311	0.0108451037	0.5666771293	0.5587652261	0.1817941722	0.7983670571529996	0.09077083481506203	0.0
1	uniform_kd_seed1111	LV	N2_length_mask_only	0.02739605998	0.0170253492	0.3586884061	0.5306351294	0.5332016108	0.2172448553	0.2502005159	0.305080133	0.5015000438	0.5158270994	0.1640757262	0.5889776357827476	0.04531589689211333	0.0
1	uniform_kd_seed1111	LV	N5_label_bin_prior	0.1974696787	0.1551674621	0.352605274	0.5231841524	0.5524105228	0.2230107385	0.2494697517	0.3026499088	0.5489357353	0.5602811115	0.1884579049	0.7237486687965922	0.06583398074225075	0.0
1	uniform_kd_seed1111	LV	N1_matched_gaussian	-0.0007106806778	0.00435926899	0.3647798549	0.5353971152	0.4853072899	0.1927306319	0.2518098943	0.285695923	0.4966422377	0.4905458981	0.155230334	0.520855520056798	0.038052274847860446	0.0
1	uniform_kd_seed1111	LV	N0_shuffle_seed23071	0.03586480854	0.02563819986	0.3607242415	0.5326326079	0.5008279703	0.2102564378	0.2484486227	0.2880458655	0.4916566907	0.4844105986	0.1584074555	0.5315938942137025	0.03979350732647842	0.0
1	uniform_kd_seed1111	LV	N0_shuffle_seed23072	0.000407548955	-0.01525412916	0.3627608392	0.5351911099	0.5010575439	0.2055299196	0.2499747583	0.2923922113	0.4690866887	0.4948737958	0.167591993	0.4586084487042953	0.029804285558380557	0.0
1	uniform_kd_seed1111	LV	N0_shuffle_seed23073	0.06448604766	0.03183223611	0.3596390437	0.5323598902	0.513334086	0.2136742209	0.250665964	0.2961519542	0.5213436889	0.4931605762	0.162477246	0.4806531771388002	0.03184226338982894	0.0
1	uniform_kd_seed1111	L	R0_global	0	0	0.3731981077	0.4897159096	0.5	0.1973785659	0.1584271396	0.002621434079	0.5	0.5	0.1619121049	NA	NA	NA
1	uniform_kd_seed1111	L	R0_mode	0	0	0.3732453307	0.4897218913	0.5	0.1973785659	0.1584271396	0.002621434079	0.5	0.5	0.1619121049	NA	NA	NA
1	uniform_kd_seed1111	L	R1	0.1981387777	0.1753769163	0.3521353487	0.5202158391	0.5857029749	0.2414903985	0.1580915946	0.02191031828	0.5724765687	0.5726486179	0.1887155507	0.8425914876690533	0.10632279252518542	0.0
1	uniform_kd_seed1111	L	R2	0.2514379576	0.1955161649	0.3521394007	0.5189152091	0.621701639	0.2738717469	0.2349646698	0.2748913693	0.6175618266	0.6197134972	0.2268974659	0.9002684964200478	0.17197884781061806	0.0
1	uniform_kd_seed1111	L	N3_output_only	0.1981387777	0.1753769163	0.3521353487	0.5202158391	0.5857029749	0.2414903985	0.1580915946	0.02191031828	0.5724765687	0.5726486179	0.1887155507	0.8425914876690533	0.10632279252518542	0.0
1	uniform_kd_seed1111	L	N2_length_mask_only	0.02571505886	0.01719791914	0.360946138	0.5327686973	0.5392313581	0.2200073335	0.24999876	0.3041205025	0.5072118894	0.5228019451	0.1718399597	0.5185461416070007	0.03216606975547347	0.0
1	uniform_kd_seed1111	L	N5_label_bin_prior	0.1992242784	0.1623804179	0.3544432814	0.5250086689	0.553649961	0.2160839426	0.2492748057	0.3017117691	0.566016526	0.5597078022	0.1854573344	0.7625000000000001	0.0630681942284875	0.0
1	uniform_kd_seed1111	L	N1_matched_gaussian	-0.003087584842	-0.01867086703	0.3617903548	0.5344139596	0.4842849424	0.1831591899	0.2565129518	0.2971978844	0.4696633478	0.4781311605	0.1481186294	0.47120127287191726	0.03240229902519362	0.0
