checkpoint_fold	expert_id	mode	proxy	Error_Spearman	Error_Pearson	bad20_AUROC	bad10_AUROC	confident_wrong_AUROC
1	uniform_kd_seed1111	LAV	active_head_std	0.05479468751	0.02378218934	0.5367030829	0.5153103032	0.2172164119
1	uniform_kd_seed1111	LAV	submode_prediction_variance	0.09002580417	0.08202600386	0.5669372942	0.539059243	0.3133845833
1	uniform_kd_seed1111	LAV	hidden_centroid_distance	0.1679799808	0.1224619362	0.5970218497	0.5693204526	0.2371353655
1	uniform_kd_seed1111	LAV	hidden_diagonal_mahalanobis	0.05869136152	0.05231150803	0.5658148758	0.5252727822	0.3138315306
1	uniform_kd_seed1111	LAV	hidden_knn30_distance	0.1006936263	0.07311804332	0.5744013768	0.5403171317	0.2911713
1	uniform_kd_seed1111	LAV	hidden_nearest_source_distance	0.065523587	0.04933017597	0.5554250224	0.5317563002	0.3077381484
1	uniform_kd_seed1111	LA	active_head_std	0.01714115155	0.006651120754	0.5177260924	0.4813185549	0.2809257781
1	uniform_kd_seed1111	LA	submode_prediction_variance	0.04819013676	0.04514846563	0.5298840842	0.5378552637	0.2834560691
1	uniform_kd_seed1111	LA	hidden_centroid_distance	0.1717462776	0.1273138557	0.6015129276	0.5850692198	0.1713523906
1	uniform_kd_seed1111	LA	hidden_diagonal_mahalanobis	0.07208399768	0.06636012467	0.5744081894	0.5592357787	0.2984292244
1	uniform_kd_seed1111	LA	hidden_knn30_distance	0.09919110717	0.08059109553	0.5789206278	0.5639366887	0.2731807299
1	uniform_kd_seed1111	LA	hidden_nearest_source_distance	0.09506622225	0.09018950662	0.5714350231	0.5724256408	0.3501958935
1	uniform_kd_seed1111	LV	active_head_std	0.06839610863	0.01835321332	0.5453652478	0.5269788899	0.2280262691
1	uniform_kd_seed1111	LV	submode_prediction_variance	0.0476284892	0.07147986261	0.5523691242	0.5235408333	0.3040113596
1	uniform_kd_seed1111	LV	hidden_centroid_distance	0.1828500232	0.1243689806	0.5977720071	0.5762722999	0.2090699326
1	uniform_kd_seed1111	LV	hidden_diagonal_mahalanobis	0.07470574195	0.06563572794	0.5645214708	0.5438479956	0.3148384807
1	uniform_kd_seed1111	LV	hidden_knn30_distance	0.1135409609	0.07065439362	0.5716984683	0.556045432	0.2573659922
1	uniform_kd_seed1111	LV	hidden_nearest_source_distance	0.08234114138	0.05486292495	0.5604380716	0.5399062746	0.3380724175
1	uniform_kd_seed1111	L	active_head_std	0.06469698845	0.02167078341	0.5397323037	0.5112339046	0.2094371519
1	uniform_kd_seed1111	L	submode_prediction_variance	0	0	0.5	0.5	0.5
1	uniform_kd_seed1111	L	hidden_centroid_distance	0.1969828177	0.1279906084	0.6009677444	0.5967582995	0.1952068417
1	uniform_kd_seed1111	L	hidden_diagonal_mahalanobis	0.07560241275	0.08181352724	0.5721849484	0.5598192648	0.4120425617
1	uniform_kd_seed1111	L	hidden_knn30_distance	0.08828015649	0.08575719041	0.5693425042	0.5649471517	0.4206443914
1	uniform_kd_seed1111	L	hidden_nearest_source_distance	0.08289893848	0.08536061268	0.5662486491	0.5677428538	0.4557179793
