checkpoint_fold	expert_id	mode	model	Error_Spearman	Error_Pearson	Risk_MAE	Risk_RMSE	bad20_AUROC	bad20_AUPRC	bad20_Brier	bad20_ECE	bad10_AUROC	fixed_bad_AUROC	fixed_bad_AUPRC	confident_wrong_AUROC	confident_wrong_AUPRC	confident_wrong_recall_at_precision_0p8
1	moddrop_seed1114	LAV	R0_global	0	0	0.3727867707	0.4942584103	0.5	0.1835003855	0.1501002313	0.01649961449	0.5	0.5	0.1595990748	NA	NA	NA
1	moddrop_seed1114	LAV	R0_mode	0	0	0.3727323553	0.4942530857	0.5	0.1835003855	0.1501002313	0.01649961449	0.5	0.5	0.1595990748	NA	NA	NA
1	moddrop_seed1114	LAV	R1	0.2128371355	0.1964196774	0.3588488527	0.5242562029	0.6005189611	0.2414687081	0.1475618068	0.02000290511	0.6058748943	0.5881841954	0.2054809313	0.8224674589700056	0.12531630562409884	0.0
1	moddrop_seed1114	LAV	R2	0.2305319694	0.2226165308	0.3588217659	0.520458401	0.5928178637	0.2233522745	0.1492319734	0.01545672864	0.5823137726	0.5981296813	0.1978064985	0.8896717600452745	0.21499967329781733	0.017543859649122806
1	moddrop_seed1114	LAV	N3_output_only	0.2128371355	0.1964196774	0.3588488527	0.5242562029	0.6005189611	0.2414687081	0.1475618068	0.02000290511	0.6058748943	0.5881841954	0.2054809313	0.8224674589700056	0.12531630562409884	0.0
1	moddrop_seed1114	LAV	N2_length_mask_only	0.02733756748	0.02571091982	0.3691818739	0.5390608595	0.51455313	0.1992137255	0.2505568341	0.3181548164	0.5018055494	0.5178234277	0.1777141406	0.5168788907753255	0.043734423486197334	0.0
1	moddrop_seed1114	LAV	N5_label_bin_prior	0.1946882973	0.1561046976	0.3632246062	0.532463333	0.5813356504	0.2251177231	0.2476654854	0.316011023	0.5716065311	0.5874218854	0.2034022398	0.62184493491794	0.05323982731735191	0.0
1	moddrop_seed1114	LAV	N1_matched_gaussian	-0.05096136784	-0.04576840991	0.3785804409	0.547071196	0.4750954206	0.1727540846	0.2561710566	0.3000080149	0.4793492607	0.4736249612	0.146803707	0.5077956989247312	0.051082104968678176	0.0
1	moddrop_seed1114	LAV	N0_shuffle_seed23071	-0.00941485386	0.009655495857	0.3742832645	0.5401079873	0.5003253426	0.1913314453	0.2539695292	0.3016027216	0.5099286678	0.5056464123	0.1683308958	0.5344793435200905	0.049878842435057774	0.0
1	moddrop_seed1114	LAV	N0_shuffle_seed23072	0.0352971495	0.04595752735	0.3707254903	0.5402941806	0.5128788059	0.2034817845	0.2468776565	0.2931573397	0.527769127	0.5197978992	0.1817687883	0.5393322014714205	0.04848242673868067	0.0
1	moddrop_seed1114	LAV	N0_shuffle_seed23073	-0.03902254295	-0.01019631269	0.3871540991	0.5739061219	0.4882043469	0.1838520509	0.258691507	0.3070327917	0.5228974804	0.5093914816	0.1670165443	0.5331494057724957	0.04890357174785818	0.0
1	moddrop_seed1114	LA	R0_global	0	0	0.3739951773	0.4946622277	0.5	0.1881264456	0.1528758674	0.01187355436	0.5	0.5	0.1619121049	NA	NA	NA
1	moddrop_seed1114	LA	R0_mode	0	0	0.3742326461	0.4946870212	0.5	0.1881264456	0.1528758674	0.01187355436	0.5	0.5	0.1619121049	NA	NA	NA
1	moddrop_seed1114	LA	R1	0.1793286715	0.1706352381	0.3624306788	0.5257513484	0.6003261563	0.2432590421	0.1506217621	0.0160801463	0.585526519	0.5840452096	0.2025802346	0.8261807352982105	0.13231944900062015	0.0
1	moddrop_seed1114	LA	R2	0.2548119707	0.2390164069	0.3592836984	0.521965465	0.6202613921	0.2620759099	0.1490580501	0.01363743092	0.6048636209	0.6116484864	0.2201127647	0.8968161197851436	0.2239102995926274	0.0
1	moddrop_seed1114	LA	N3_output_only	0.1793286715	0.1706352381	0.3624306788	0.5257513484	0.6003261563	0.2432590421	0.1506217621	0.0160801463	0.585526519	0.5840452096	0.2025802346	0.8261807352982105	0.13231944900062015	0.0
1	moddrop_seed1114	LA	N2_length_mask_only	0.02277528153	0.02324999377	0.3702316193	0.53946518	0.5254931266	0.2113030025	0.2503374968	0.3133153076	0.5071317147	0.5144718973	0.1809179102	0.518577273106788	0.047878096089308805	0.0
1	moddrop_seed1114	LA	N5_label_bin_prior	0.199311844	0.1582513335	0.3642438817	0.5328827702	0.5866921987	0.2321431126	0.2472689992	0.3111160803	0.581479937	0.5865422526	0.2072310002	0.6979070997189057	0.08868113509598208	0.0
1	moddrop_seed1114	LA	N1_matched_gaussian	0.007153248659	0.02545387087	0.374103393	0.5407286936	0.4996497128	0.1888506967	0.2555782289	0.2951846958	0.5024634726	0.509436194	0.16889744	0.4871976844507529	0.05070110292944641	0.0
