checkpoint_fold	expert_id	mode	proxy	Error_Spearman	Error_Pearson	bad20_AUROC	bad10_AUROC	confident_wrong_AUROC
1	moddrop_seed1114	LAV	active_head_std	0.05502877241	0.05044052638	0.5228771395	0.5273464727	0.174278438
1	moddrop_seed1114	LAV	submode_prediction_variance	0.07905251831	0.01227193191	0.5068401298	0.5038113034	0.3069609508
1	moddrop_seed1114	LAV	hidden_centroid_distance	0.1542561795	0.1073226061	0.5956943684	0.5793774377	0.2936332767
1	moddrop_seed1114	LAV	hidden_diagonal_mahalanobis	0.04752929413	0.05675741607	0.5376365844	0.5382242589	0.3177843803
1	moddrop_seed1114	LAV	hidden_knn30_distance	0.1187636815	0.1019329469	0.576098428	0.5666829796	0.2840265988
1	moddrop_seed1114	LAV	hidden_nearest_source_distance	0.09151136686	0.1085584648	0.5581768118	0.5447123726	0.3395444256
1	moddrop_seed1114	LA	active_head_std	0.04931654755	0.03997222296	0.523286317	0.5207734841	0.2287022348
1	moddrop_seed1114	LA	submode_prediction_variance	0.03643427708	0.004146858445	0.4994862454	0.46444568	0.3376471571
1	moddrop_seed1114	LA	hidden_centroid_distance	0.159510569	0.1139272758	0.6021398658	0.5951487351	0.2770727227
1	moddrop_seed1114	LA	hidden_diagonal_mahalanobis	0.03893883316	0.0483528825	0.5381852008	0.5504355481	0.3532465002
1	moddrop_seed1114	LA	hidden_knn30_distance	0.1050010723	0.08724899024	0.5709175969	0.5763522071	0.3051821547
1	moddrop_seed1114	LA	hidden_nearest_source_distance	0.07404622765	0.08922367803	0.5513949216	0.5541886757	0.3440900615
1	moddrop_seed1114	LV	active_head_std	0.02181972005	0.03678620582	0.5199177983	0.4984602966	0.2213269878
1	moddrop_seed1114	LV	submode_prediction_variance	0.04638410088	0.008374817695	0.4968722495	0.4966589931	0.3019815758
1	moddrop_seed1114	LV	hidden_centroid_distance	0.1716556929	0.1104330737	0.6035340438	0.5779717771	0.2838078539
1	moddrop_seed1114	LV	hidden_diagonal_mahalanobis	0.0719191961	0.08923636985	0.5564763297	0.5478503946	0.3231749743
1	moddrop_seed1114	LV	hidden_knn30_distance	0.1183961669	0.1074506742	0.5804216962	0.5630232002	0.2859091036
1	moddrop_seed1114	LV	hidden_nearest_source_distance	0.1069387668	0.1129140597	0.5671798378	0.5434629873	0.332108764
1	moddrop_seed1114	L	active_head_std	0.05302498391	0.05622490218	0.5416734353	0.5264147592	0.1814808511
1	moddrop_seed1114	L	submode_prediction_variance	0	0	0.5	0.5	0.5
1	moddrop_seed1114	L	hidden_centroid_distance	0.1852646253	0.1192023107	0.608013661	0.6010873259	0.2561531915
1	moddrop_seed1114	L	hidden_diagonal_mahalanobis	0.05032287861	0.08474255614	0.5573031491	0.5731705434	0.4037276596
1	moddrop_seed1114	L	hidden_knn30_distance	0.07546798879	0.1162892793	0.5619309523	0.5824452476	0.4031319149
1	moddrop_seed1114	L	hidden_nearest_source_distance	0.07220327726	0.09332101979	0.5551294547	0.5764603219	0.4466893617
