neighbor_video_id	neighbor_uses	queries_reached	share_of_neighbor_slots	direction	role
JDgqyOkzXHw	6357	6357	0.003104488983	B	outer_evaluation
251826	6353	6353	0.003102535552	B	outer_evaluation
0JuRmhhgMw8	6299	6299	0.003076164244	B	outer_evaluation
23YlZoucbyM	6229	6229	0.003041979216	B	outer_evaluation
295793	6108	6108	0.002982887951	B	outer_evaluation
p5LEk2u8tXk	6100	6100	0.002978981091	B	outer_evaluation
yOQHOiswVjc	6084	6084	0.00297116737	B	outer_evaluation
8Cp8c-eQELQ	6068	6068	0.002963353649	B	outer_evaluation
krHZuqfXrPU	6034	6034	0.002946749492	B	outer_evaluation
270665	6026	6026	0.002942842632	B	outer_evaluation
273531	6025	6025	0.002942354274	B	outer_evaluation
GpRDC-S88dM	6025	6025	0.002942354274	B	outer_evaluation
0YdYFtVdlWE	6005	6005	0.002932587123	B	outer_evaluation
29044	5999	5999	0.002929656978	B	outer_evaluation
BdqoZ5qpz0E	5983	5983	0.002921843257	B	outer_evaluation
jcQi90n008o	5901	5901	0.002881797937	B	outer_evaluation
4iw1jTY-X3A	5861	5861	0.002862263635	B	outer_evaluation
97095	5753	5753	0.002809521019	B	outer_evaluation
gXuiIWRxrw4	5752	5752	0.002809032661	B	outer_evaluation
130426	5740	5740	0.002803172371	B	outer_evaluation
X7-Gbk8gAD0	5661	5661	0.002764592124	B	outer_evaluation
282560	5652	5652	0.002760196906	B	outer_evaluation
225416	5615	5615	0.002742127676	B	outer_evaluation
244261	5608	5608	0.002738709173	B	outer_evaluation
g99kISQbyuI	5605	5605	0.002737244101	B	outer_evaluation
1F0qH0EEBfo	5588	5588	0.002728942022	B	outer_evaluation
238645	5567	5567	0.002718686514	B	outer_evaluation
oHV99Y_EWfI	5524	5524	0.002697687139	B	outer_evaluation
ep3IasggD3k	5498	5498	0.002684989842	B	outer_evaluation
220134	5481	5481	0.002676687764	B	outer_evaluation
7Vp6Lvin1rA	5419	5419	0.002646409595	B	outer_evaluation
3Wi0if_L6Ug	5400	5400	0.002637130802	B	outer_evaluation
BRzjQHYWbSs	5400	5400	0.002637130802	B	outer_evaluation
MIuJDn_0yVU	5383	5383	0.002628828723	B	outer_evaluation
22880	5269	5269	0.002573155962	B	outer_evaluation
101851	5261	5261	0.002569249101	B	outer_evaluation
92331	5251	5251	0.002564365526	B	outer_evaluation
Fmwc7wkIc4Q	5251	5251	0.002564365526	B	outer_evaluation
c805Td8A_Ek	5244	5244	0.002560947023	B	outer_evaluation
jPf0LjZAS14	5212	5212	0.002545319581	B	outer_evaluation
8EHEEXex5D8	5197	5197	0.002537994218	B	outer_evaluation
244829	5191	5191	0.002535064073	B	outer_evaluation
2HmBM3GGTlg	5154	5154	0.002516994843	B	outer_evaluation
244836	5140	5140	0.002510157837	B	outer_evaluation
88oSn21TFcA	5129	5129	0.002504785904	B	outer_evaluation
-mJ2ud6oKI8	5051	5051	0.002466694015	B	outer_evaluation
EpadyoYlAjQ	5019	5019	0.002451066573	B	outer_evaluation
43371	5000	5000	0.002441787779	B	outer_evaluation
73447	4999	4999	0.002441299422	B	outer_evaluation
2-4autDbHVQ	4984	4984	0.002433974058	B	outer_evaluation
nM5S3xxNOlQ	4973	4973	0.002428602125	B	outer_evaluation
6TDXQtGUNEs	4967	4967	0.00242567198	B	outer_evaluation
7xiu1tAJ2d8	4953	4953	0.002418834974	B	outer_evaluation
2mWPHvbKzL8	4908	4908	0.002396858884	B	outer_evaluation
284673	4906	4906	0.002395882169	B	outer_evaluation
139006	4905	4905	0.002395393812	B	outer_evaluation
93839	4858	4858	0.002372441006	B	outer_evaluation
EOkdFMw0pmk	4821	4821	0.002354371777	B	outer_evaluation
154449	4813	4813	0.002350464916	B	outer_evaluation
180923	4711	4711	0.002300652446	B	outer_evaluation
88888	4704	4704	0.002297233943	B	outer_evaluation
GkoBk5K-FH0	4700	4700	0.002295280513	B	outer_evaluation
yKdIZR5xfcc	4697	4697	0.00229381544	B	outer_evaluation
ge071m9bGeY	4696	4696	0.002293327082	B	outer_evaluation
_26JmJnPKfM	4686	4686	0.002288443507	B	outer_evaluation
83859	4659	4659	0.002275257853	B	outer_evaluation
qjMyjLSORY4	4624	4624	0.002258165338	B	outer_evaluation
oGnKsroR0R0	4610	4610	0.002251328333	B	outer_evaluation
220200	4585	4585	0.002239119394	B	outer_evaluation
FylhSeozvG8	4558	4558	0.00222593374	B	outer_evaluation
6q5uKCgairk	4554	4554	0.002223980309	B	outer_evaluation
6E-yr6nPxGA	4541	4541	0.002217631661	B	outer_evaluation
81668	4483	4483	0.002189306923	B	outer_evaluation
225768	4482	4482	0.002188818565	B	outer_evaluation
rz4Ax6xfZHQ	4471	4471	0.002183446632	B	outer_evaluation
W53uRqITk2I	4470	4470	0.002182958275	B	outer_evaluation
qEkFReBuwxc	4464	4464	0.002180028129	B	outer_evaluation
CE9yV4SearE	4463	4463	0.002179539772	B	outer_evaluation
cR_KQlNhoNE	4443	4443	0.002169772621	B	outer_evaluation
kU6YY2z7z0I	4431	4431	0.00216391233	B	outer_evaluation
YWxvIFmYnNU	4419	4419	0.002158052039	B	outer_evaluation
fW1pK2L6RgM	4401	4401	0.002149261603	B	outer_evaluation
90172	4390	4390	0.00214388967	B	outer_evaluation
236696	4390	4390	0.00214388967	B	outer_evaluation
ygb8Cfxghbs	4380	4380	0.002139006095	B	outer_evaluation
TO5HjoK8Iu8	4350	4350	0.002124355368	B	outer_evaluation
srbrWyZRMCI	4347	4347	0.002122890295	B	outer_evaluation
244817	4335	4335	0.002117030005	B	outer_evaluation
270956	4324	4324	0.002111658072	B	outer_evaluation
209775	4321	4321	0.002110192999	B	outer_evaluation
49358	4272	4272	0.002086263479	B	outer_evaluation
v9GshyXtiWg	4269	4269	0.002084798406	B	outer_evaluation
290088	4266	4266	0.002083333333	B	outer_evaluation
206606	4215	4215	0.002058427098	B	outer_evaluation
gZF-YNQHqwI	4212	4212	0.002056962025	B	outer_evaluation
288766	4205	4205	0.002053543522	B	outer_evaluation
d38u9n5GOLM	4200	4200	0.002051101735	B	outer_evaluation
9-EO2oCAGA4	4176	4176	0.002039381153	B	outer_evaluation
lEsFI5YJGDo	4144	4144	0.002023753712	B	outer_evaluation
81538	4141	4141	0.002022288639	B	outer_evaluation
92221	4139	4139	0.002021311924	B	outer_evaluation
80627	4089	4089	0.001996894046	B	outer_evaluation
219310	4064	4064	0.001984685107	B	outer_evaluation
F5SGdvSRJmo	4054	4054	0.001979801531	B	outer_evaluation
cOcNe3L4VAg	4053	4053	0.001979313174	B	outer_evaluation
W-ptEZFARVo	3989	3989	0.00194805829	B	outer_evaluation
267252	3984	3984	0.001945616503	B	outer_evaluation
pfCPogxnUfw	3962	3962	0.001934872636	B	outer_evaluation
55156	3955	3955	0.001931454133	B	outer_evaluation
CVx494kExvc	3952	3952	0.001929989061	B	outer_evaluation
7fPYpqzw1iY	3937	3937	0.001922663697	B	outer_evaluation
Ua4g9q0r-dI	3928	3928	0.001918268479	B	outer_evaluation
206507	3928	3928	0.001918268479	B	outer_evaluation
210618	3915	3915	0.001911919831	B	outer_evaluation
223926	3904	3904	0.001906547898	B	outer_evaluation
QoIsjc4-GIg	3895	3895	0.00190215268	B	outer_evaluation
sK9_de5Jx4U	3865	3865	0.001887501953	B	outer_evaluation
txjqbr6FoZs	3857	3857	0.001883595093	B	outer_evaluation
Itqbc2TBXWY	3776	3776	0.001844038131	B	outer_evaluation
_UNQDdiAbWI	3771	3771	0.001841596343	B	outer_evaluation
x5xF4yu9Bos	3769	3769	0.001840619628	B	outer_evaluation
HhpziYYP2Vg	3754	3754	0.001833294265	B	outer_evaluation
qyJiDgtj6YE	3751	3751	0.001831829192	B	outer_evaluation
hGRRlXfH0BY	3739	3739	0.001825968901	B	outer_evaluation
mRnEJOLkhp8	3730	3730	0.001821573683	B	outer_evaluation
209354	3724	3724	0.001818643538	B	outer_evaluation
225343	3713	3713	0.001813271605	B	outer_evaluation
aiUq5xksJy0	3710	3710	0.001811806532	B	outer_evaluation
Ob8vPQCPDX0	3662	3662	0.00178836537	B	outer_evaluation
oWAyEzyp2xQ	3662	3662	0.00178836537	B	outer_evaluation
214095	3638	3638	0.001776644788	B	outer_evaluation
238889	3636	3636	0.001775668073	B	outer_evaluation
xvnFF0FiyS4	3633	3633	0.001774203	B	outer_evaluation
27ubp7CLLKQ	3632	3632	0.001773714643	B	outer_evaluation
5wpCKY2U1NE	3630	3630	0.001772737928	B	outer_evaluation
131650	3612	3612	0.001763947492	B	outer_evaluation
Tiq67-bAV3M	3593	3593	0.001754668698	B	outer_evaluation
87161	3587	3587	0.001751738553	B	outer_evaluation
o4b7hjQwpv0	3579	3579	0.001747831692	B	outer_evaluation
TBCjKGYBNIo	3532	3532	0.001724878887	B	outer_evaluation
184784	3514	3514	0.001716088451	B	outer_evaluation
130633	3510	3510	0.001714135021	B	outer_evaluation
BBSVLGf7zPI	3491	3491	0.001704856228	B	outer_evaluation
K5cGfs3i-tk	3490	3490	0.00170436787	B	outer_evaluation
_HabvL0VnrQ	3476	3476	0.001697530864	B	outer_evaluation
QLEOYF7Mju0	3469	3469	0.001694112361	B	outer_evaluation
gjGL6YY6oMs	3455	3455	0.001687275356	B	outer_evaluation
7eWclVCXOtk	3453	3453	0.00168629864	B	outer_evaluation
fbSxct2JcKU	3447	3447	0.001683368495	B	outer_evaluation
110788	3422	3422	0.001671159556	B	outer_evaluation
230252	3377	3377	0.001649183466	B	outer_evaluation
1tuMFJnlXJc	3377	3377	0.001649183466	B	outer_evaluation
MsjnLoTKAXo	3366	3366	0.001643811533	B	outer_evaluation
266852	3360	3360	0.001640881388	B	outer_evaluation
Q5fZk_jPjBI	3347	3347	0.001634532739	B	outer_evaluation
245276	3339	3339	0.001630625879	B	outer_evaluation
iFj9wJaJSPE	3338	3338	0.001630137521	B	outer_evaluation
HVksxaUzv9Y	3331	3331	0.001626719019	B	outer_evaluation
4Q95Lg3Icho	3321	3321	0.001621835443	B	outer_evaluation
ZXHX_e6HCI0	3318	3318	0.00162037037	B	outer_evaluation
BRdw-_dbJXc	3296	3296	0.001609626504	B	outer_evaluation
Sb2xMPwNKPo	3281	3281	0.001602301141	B	outer_evaluation
J_DtcW86D9c	3280	3280	0.001601812783	B	outer_evaluation
JP95Fby6qLE	3269	3269	0.00159644085	B	outer_evaluation
36098	3262	3262	0.001593022347	B	outer_evaluation
kiR5zVo2zvU	3256	3256	0.001590092202	B	outer_evaluation
96179	3234	3234	0.001579348336	B	outer_evaluation
1W38PnuWIkM	3233	3233	0.001578859978	B	outer_evaluation
tXxXhGD1aMo	3225	3225	0.001574953118	B	outer_evaluation
a8WV5KEMKSw	3222	3222	0.001573488045	B	outer_evaluation
255852	3215	3215	0.001570069542	B	outer_evaluation
oVqBUyKvgdU	3209	3209	0.001567139397	B	outer_evaluation
CIqRibqChDQ	3206	3206	0.001565674324	B	outer_evaluation
130149	3201	3201	0.001563232536	B	outer_evaluation
DtwbwyfajnI	3196	3196	0.001560790749	B	outer_evaluation
wHQYmMZzyJY	3195	3195	0.001560302391	B	outer_evaluation
6MloL1gIccs	3190	3190	0.001557860603	B	outer_evaluation
OdKp0hYomgs	3173	3173	0.001549558525	B	outer_evaluation
106077	3172	3172	0.001549070167	B	outer_evaluation
125730	3172	3172	0.001549070167	B	outer_evaluation
128752	3165	3165	0.001545651664	B	outer_evaluation
KEUVzxC7T3E	3155	3155	0.001540768089	B	outer_evaluation
zwRBZisdpQ0	3145	3145	0.001535884513	B	outer_evaluation
H26MMmrHTlQ	3139	3139	0.001532954368	B	outer_evaluation
4VA4kqMnEqA	3135	3135	0.001531000938	B	outer_evaluation
KPeos6f4HuQ	3126	3126	0.00152660572	B	outer_evaluation
babuyKl7EAw	3105	3105	0.001516350211	B	outer_evaluation
q1_knonj0Lw	3104	3104	0.001515861853	B	outer_evaluation
cRFiXLzcCOA	3099	3099	0.001513420066	B	outer_evaluation
k1ca_xbhohk	3078	3078	0.001503164557	B	outer_evaluation
251646	3059	3059	0.001493885763	B	outer_evaluation
88119	3057	3057	0.001492909048	B	outer_evaluation
92521	3054	3054	0.001491443976	B	outer_evaluation
92533	3038	3038	0.001483630255	B	outer_evaluation
UUukBV82P9A	3036	3036	0.00148265354	B	outer_evaluation
rexJoy4RMdY	3028	3028	0.001478746679	B	outer_evaluation
nKiC9sEP2vM	3027	3027	0.001478258322	B	outer_evaluation
88S1BjwMfdw	3026	3026	0.001477769964	B	outer_evaluation
JYsAacFmXEo	3022	3022	0.001475816534	B	outer_evaluation
cSrM5mHACmA	3021	3021	0.001475328176	B	outer_evaluation
NDMAVMZyISM	3008	3008	0.001468979528	B	outer_evaluation
dCDAcBR505Q	3005	3005	0.001467514455	B	outer_evaluation
TwTLsgfpKvA	3002	3002	0.001466049383	B	outer_evaluation
mn8_HvzbN5c	2985	2985	0.001457747304	B	outer_evaluation
VZqkWIPmH6w	2955	2955	0.001443096578	B	outer_evaluation
2f6ZHqJ76EU	2941	2941	0.001436259572	B	outer_evaluation
EJT25p7JahU	2940	2940	0.001435771214	B	outer_evaluation
wXuBJvzeC1Q	2929	2929	0.001430399281	B	outer_evaluation
70710	2923	2923	0.001427469136	B	outer_evaluation
e0ltF8zpEcw	2907	2907	0.001419655415	B	outer_evaluation
74184	2900	2900	0.001416236912	B	outer_evaluation
WTF9xgqLIvI	2895	2895	0.001413795124	B	outer_evaluation
znNt--6itO4	2891	2891	0.001411841694	B	outer_evaluation
21638	2885	2885	0.001408911549	B	outer_evaluation
zrFZAofNGi4	2882	2882	0.001407446476	B	outer_evaluation
jYT3-RQFy1U	2874	2874	0.001403539616	B	outer_evaluation
100499	2873	2873	0.001403051258	B	outer_evaluation
8x81fzwcJko	2872	2872	0.0014025629	B	outer_evaluation
yp6Gd2NPwOU	2865	2865	0.001399144398	B	outer_evaluation
wOjnqud5GBA	2859	2859	0.001396214252	B	outer_evaluation
10223	2854	2854	0.001393772464	B	outer_evaluation
ta26Z2YEVMQ	2824	2824	0.001379121738	B	outer_evaluation
T4e4Ba1sRg0	2822	2822	0.001378145023	B	outer_evaluation
18QjfdhJEM4	2813	2813	0.001373749805	B	outer_evaluation
jEQoBvc7V1o	2795	2795	0.001364959369	B	outer_evaluation
aKPfbyW-Qxw	2793	2793	0.001363982654	B	outer_evaluation
ZUqTWOx9jYU	2788	2788	0.001361540866	B	outer_evaluation
RImmdklTOW0	2785	2785	0.001360075793	B	outer_evaluation
98442	2781	2781	0.001358122363	B	outer_evaluation
1CjUHNYzW1E	2779	2779	0.001357145648	B	outer_evaluation
207812	2757	2757	0.001346401782	B	outer_evaluation
255343	2752	2752	0.001343959994	B	outer_evaluation
AVScVfLgNmw	2751	2751	0.001343471636	B	outer_evaluation
O2CEvvYWWbU	2742	2742	0.001339076418	B	outer_evaluation
xZ1FrxU6hcg	2732	2732	0.001334192843	B	outer_evaluation
k8NgVOCDYKM	2732	2732	0.001334192843	B	outer_evaluation
fEm9AdLNrjk	2726	2726	0.001331262697	B	outer_evaluation
FMW6diQ9rMo	2724	2724	0.001330285982	B	outer_evaluation
43456	2720	2720	0.001328332552	B	outer_evaluation
90wZz0thye4	2713	2713	0.001324914049	B	outer_evaluation
yHtR71rx16I	2707	2707	0.001321983904	B	outer_evaluation
G8p4QMjLUXI	2697	2697	0.001317100328	B	outer_evaluation
NCJTV5KaJJc	2696	2696	0.001316611971	B	outer_evaluation
5R5fDxZUL8M	2679	2679	0.001308309892	B	outer_evaluation
r4ul1wl_1T8	2667	2667	0.001302449602	B	outer_evaluation
IB0lGIxP8YY	2659	2659	0.001298542741	B	outer_evaluation
4CKhrjuuofk	2652	2652	0.001295124238	B	outer_evaluation
hCFV5VLgS0A	2648	2648	0.001293170808	B	outer_evaluation
pwj9YeMJC08	2645	2645	0.001291705735	B	outer_evaluation
241172	2641	2641	0.001289752305	B	outer_evaluation
KSyX-lejDcc	2635	2635	0.00128682216	B	outer_evaluation
VjAvqFXEmmk	2629	2629	0.001283892014	B	outer_evaluation
HQ2LwfRcrVc	2605	2605	0.001272171433	B	outer_evaluation
46618	2599	2599	0.001269241288	B	outer_evaluation
1x7kf9vArjU	2583	2583	0.001261427567	B	outer_evaluation
ZQuGizjoCTY	2578	2578	0.001258985779	B	outer_evaluation
257045	2575	2575	0.001257520706	B	outer_evaluation
aIUF3QJJOF4	2571	2571	0.001255567276	B	outer_evaluation
984VkHzXl8w	2541	2541	0.001240916549	B	outer_evaluation
0EphpADwdPg	2538	2538	0.001239451477	B	outer_evaluation
IwQWibE8EOM	2526	2526	0.001233591186	B	outer_evaluation
sKwPCpFtUUI	2524	2524	0.001232614471	B	outer_evaluation
lKTeLK8nq8w	2509	2509	0.001225289108	B	outer_evaluation
YcJ5RJYUr7Y	2509	2509	0.001225289108	B	outer_evaluation
sjoArVtU8-o	2501	2501	0.001221382247	B	outer_evaluation
iex7I7iVnLk	2478	2478	0.001210150023	B	outer_evaluation
OSyKmOye5Uo	2475	2475	0.001208684951	B	outer_evaluation
BaX10vbFhuU	2466	2466	0.001204289733	B	outer_evaluation
wUf6AvCMHbQ	2462	2462	0.001202336303	B	outer_evaluation
YGeVGXXK3ao	2461	2461	0.001201847945	B	outer_evaluation
gAMbkJk6gnE	2451	2451	0.001196964369	B	outer_evaluation
soqnBdPOwoo	2450	2450	0.001196476012	B	outer_evaluation
JHW3nD6flgU	2440	2440	0.001191592436	B	outer_evaluation
SrMN3rwvCsE	2436	2436	0.001189639006	B	outer_evaluation
N3QuD26DuCI	2428	2428	0.001185732146	B	outer_evaluation
1cyUKHOvdYY	2419	2419	0.001181336928	B	outer_evaluation
113265	2408	2408	0.001175964995	B	outer_evaluation
94983	2406	2406	0.001174988279	B	outer_evaluation
YITXOmhQhYE	2397	2397	0.001170593061	B	outer_evaluation
ctMCSUT2LlQ	2386	2386	0.001165221128	B	outer_evaluation
277991	2377	2377	0.00116082591	B	outer_evaluation
aMtFBGh2wKI	2364	2364	0.001154477262	B	outer_evaluation
MNXBOeiPhec	2360	2360	0.001152523832	B	outer_evaluation
Gg9ZcRlwnbc	2344	2344	0.001144710111	B	outer_evaluation
9pzn93kdP_g	2340	2340	0.001142756681	B	outer_evaluation
2qKajMu7Vhc	2316	2316	0.001131036099	B	outer_evaluation
OFBc3z99bIc	2303	2303	0.001124687451	B	outer_evaluation
iH04VOkbof0	2298	2298	0.001122245663	B	outer_evaluation
N7tS7A0WWpM	2290	2290	0.001118338803	B	outer_evaluation
RwcTz-tOIeo	2273	2273	0.001110036724	B	outer_evaluation
GUffC7vu9zA	2271	2271	0.001109060009	B	outer_evaluation
FdTczBnXtYU	2263	2263	0.001105153149	B	outer_evaluation
UeOIb6s0pVM	2259	2259	0.001103199719	B	outer_evaluation
5tV5rZZJDCE	2253	2253	0.001100269573	B	outer_evaluation
olcPEN9x5VY	2246	2246	0.00109685107	B	outer_evaluation
38374	2237	2237	0.001092455852	B	outer_evaluation
jlCFLG6rKKY	2235	2235	0.001091479137	B	outer_evaluation
taGs3-SMoYM	2229	2229	0.001088548992	B	outer_evaluation
52839	2229	2229	0.001088548992	B	outer_evaluation
fTNOAssiTYk	2218	2218	0.001083177059	B	outer_evaluation
ypZhKsR-9iI	2217	2217	0.001082688701	B	outer_evaluation
sMnbpyFqrlE	2215	2215	0.001081711986	B	outer_evaluation
E7ZLz3tSwNM	2207	2207	0.001077805126	B	outer_evaluation
XbolrpSc0KU	2205	2205	0.001076828411	B	outer_evaluation
UXvMaHD9kmA	2204	2204	0.001076340053	B	outer_evaluation
mL2v-sODUZ8	2196	2196	0.001072433193	B	outer_evaluation
208416	2188	2188	0.001068526332	B	outer_evaluation
WovurMxG2Aw	2164	2164	0.001056805751	B	outer_evaluation
Rw2pzFGosmw	2160	2160	0.001054852321	B	outer_evaluation
VybXjsmsjAY	2132	2132	0.001041178309	B	outer_evaluation
jT3FSTBA8Us	2129	2129	0.001039713236	B	outer_evaluation
6rkV4QRcVnk	2121	2121	0.001035806376	B	outer_evaluation
Cd0JH1AreDw	2117	2117	0.001033852946	B	outer_evaluation
RLHZ6xtIWSM	2112	2112	0.001031411158	B	outer_evaluation
KJyz9fCt7Is	2110	2110	0.001030434443	B	outer_evaluation
-HwX2H8Z4hY	2104	2104	0.001027504298	B	outer_evaluation
D02PT0bl88A	2081	2081	0.001016272074	B	outer_evaluation
TUY83eDK5jc	2076	2076	0.001013830286	B	outer_evaluation
227416	2072	2072	0.001011876856	B	outer_evaluation
241164	2071	2071	0.001011388498	B	outer_evaluation
Hkt_kncJGVM	2071	2071	0.001011388498	B	outer_evaluation
38019	2070	2070	0.001010900141	B	outer_evaluation
c_FJuhSte8Q	2068	2068	0.001009923426	B	outer_evaluation
CXojk-oSaEw	2067	2067	0.001009435068	B	outer_evaluation
HLFaW4oVP9E	2067	2067	0.001009435068	B	outer_evaluation
P35dyIit1yM	2060	2060	0.001006016565	B	outer_evaluation
lTfsqoo-jKg	2052	2052	0.001002109705	B	outer_evaluation
k5-3KuvCFms	2050	2050	0.00100113299	B	outer_evaluation
JMzilFvwNXE	2050	2050	0.00100113299	B	outer_evaluation
_JcML8u5Wes	2048	2048	0.001000156274	B	outer_evaluation
he475nnmMi0	2043	2043	0.0009977144866	B	outer_evaluation
JwzxqrD8tIo	2039	2039	0.0009957610564	B	outer_evaluation
YgyqX4aZ4tE	2033	2033	0.0009928309111	B	outer_evaluation
dsob2MgUPpA	2023	2023	0.0009879473355	B	outer_evaluation
zcG0ms7CdBE	2014	2014	0.0009835521175	B	outer_evaluation
WBCRTcMJZZc	2009	2009	0.0009811103297	B	outer_evaluation
GjCUDqWSI6c	2004	2004	0.000978668542	B	outer_evaluation
TNwwVWA-oAE	2002	2002	0.0009776918268	B	outer_evaluation
292277	2002	2002	0.0009776918268	B	outer_evaluation
yDIFWzOBjXc	1999	1999	0.0009762267542	B	outer_evaluation
m8tzdtrgFUA	1989	1989	0.0009713431786	B	outer_evaluation
K9U2TAF9DDY	1987	1987	0.0009703664635	B	outer_evaluation
245243	1981	1981	0.0009674363182	B	outer_evaluation
N0GhVkCwrqw	1976	1976	0.0009649945304	B	outer_evaluation
EiG3r8hAVeY	1971	1971	0.0009625527426	B	outer_evaluation
Emi9cw9xa00	1969	1969	0.0009615760275	B	outer_evaluation
GtRxTvuF6J0	1965	1965	0.0009596225973	B	outer_evaluation
ngp7s5Wvde0	1962	1962	0.0009581575246	B	outer_evaluation
icehEYAiimM	1961	1961	0.0009576691671	B	outer_evaluation
mN1Z5xEOy10	1958	1958	0.0009562040944	B	outer_evaluation
Ctc23Icfzvg	1957	1957	0.0009557157368	B	outer_evaluation
34-ogj6rh6w	1954	1954	0.0009542506642	B	outer_evaluation
LppEvM60-xo	1952	1952	0.0009532739491	B	outer_evaluation
jjbOD6u7V34	1947	1947	0.0009508321613	B	outer_evaluation
uyOrVTq8Tjk	1942	1942	0.0009483903735	B	outer_evaluation
193291	1937	1937	0.0009459485857	B	outer_evaluation
dqragS38hCk	1932	1932	0.0009435067979	B	outer_evaluation
badtXoOJaf8	1932	1932	0.0009435067979	B	outer_evaluation
mQTaEIrNxnQ	1931	1931	0.0009430184404	B	outer_evaluation
CQnwOZRgQXs	1928	1928	0.0009415533677	B	outer_evaluation
skp_SpnIOCM	1914	1914	0.0009347163619	B	outer_evaluation
hntnelpiyl8	1890	1890	0.0009229957806	B	outer_evaluation
4AQC7_uCuEE	1888	1888	0.0009220190655	B	outer_evaluation
iceSGs0MXaA	1881	1881	0.0009186005626	B	outer_evaluation
SI39azgVUR8	1872	1872	0.0009142053446	B	outer_evaluation
4Kh5N9W-Jr4	1863	1863	0.0009098101266	B	outer_evaluation
YJJoYkFPmds	1842	1842	0.0008995546179	B	outer_evaluation
w1MxXu5D7ho	1840	1840	0.0008985779028	B	outer_evaluation
nGah7qST1dI	1837	1837	0.0008971128301	B	outer_evaluation
3OuNMjZo5wg	1829	1829	0.0008932059697	B	outer_evaluation
KI2sU-mhM44	1815	1815	0.0008863689639	B	outer_evaluation
-vxjVxOeScU	1813	1813	0.0008853922488	B	outer_evaluation
7hSWYI99-24	1812	1812	0.0008849038912	B	outer_evaluation
jnG9zog4NCs	1800	1800	0.0008790436006	B	outer_evaluation
gXDRWhJbfFU	1792	1792	0.0008751367401	B	outer_evaluation
VAFdgtqZz4g	1790	1790	0.000874160025	B	outer_evaluation
ixQbCXLUUj8	1788	1788	0.0008731833099	B	outer_evaluation
ERnYvxojeu0	1786	1786	0.0008722065948	B	outer_evaluation
KUVGWCTT5DU	1779	1779	0.0008687880919	B	outer_evaluation
07Z16yRBFUQ	1776	1776	0.0008673230192	B	outer_evaluation
q-0gu48ClF4	1759	1759	0.0008590209408	B	outer_evaluation
ExDLNkDVsxY	1728	1728	0.0008438818565	B	outer_evaluation
zeQKU2L173M	1719	1719	0.0008394866385	B	outer_evaluation
dH0FmwvOzs0	1716	1716	0.0008380215659	B	outer_evaluation
xPhlDO-2Foc	1704	1704	0.0008321612752	B	outer_evaluation
v1GKBjohgHc	1700	1700	0.000830207845	B	outer_evaluation
bkP-BNW4oMg	1692	1692	0.0008263009845	B	outer_evaluation
J3JU1zBQ4RM	1686	1686	0.0008233708392	B	outer_evaluation
-aqamKhZ1Ec	1685	1685	0.0008228824816	B	outer_evaluation
C2xNDBU2Z0s	1683	1683	0.0008219057665	B	outer_evaluation
FGnHDWGYsA8	1682	1682	0.000821417409	B	outer_evaluation
6G8JJ69aN6o	1682	1682	0.000821417409	B	outer_evaluation
oANUXY3xXKM	1667	1667	0.0008140920456	B	outer_evaluation
nz2vkMyqfeE	1666	1666	0.0008136036881	B	outer_evaluation
G4HMKRdIva0	1661	1661	0.0008111619003	B	outer_evaluation
kxcCxbsKx3w	1646	1646	0.000803836537	B	outer_evaluation
kPch8YhNfPE	1642	1642	0.0008018831067	B	outer_evaluation
HOCsiS0pmf0	1636	1636	0.0007989529614	B	outer_evaluation
9Nhoi1jfDbY	1631	1631	0.0007965111736	B	outer_evaluation
3HRnhUin-5g	1631	1631	0.0007965111736	B	outer_evaluation
75938	1627	1627	0.0007945577434	B	outer_evaluation
mHIvH6Nnrls	1626	1626	0.0007940693858	B	outer_evaluation
b_SffSbPVJM	1622	1622	0.0007921159556	B	outer_evaluation
-lzEya4AM_4	1616	1616	0.0007891858103	B	outer_evaluation
9VZ4cpoTFbo	1615	1615	0.0007886974527	B	outer_evaluation
bhFK-xy76U4	1614	1614	0.0007882090952	B	outer_evaluation
125895	1606	1606	0.0007843022347	B	outer_evaluation
rB6WmWvvyxg	1604	1604	0.0007833255196	B	outer_evaluation
15Wu4U2VPLw	1600	1600	0.0007813720894	B	outer_evaluation
wvMA0r3esw8	1596	1596	0.0007794186592	B	outer_evaluation
kuQWPuhnlHs	1594	1594	0.0007784419441	B	outer_evaluation
STeqtJLakQQ	1593	1593	0.0007779535865	B	outer_evaluation
-wMB_hJL-3o	1593	1593	0.0007779535865	B	outer_evaluation
hASTLbFHrEs	1583	1583	0.0007730700109	B	outer_evaluation
M2Pb2kx77ww	1580	1580	0.0007716049383	B	outer_evaluation
233356	1572	1572	0.0007676980778	B	outer_evaluation
t0Wi5Nb6kbI	1570	1570	0.0007667213627	B	outer_evaluation
AmGocfFQfVE	1570	1570	0.0007667213627	B	outer_evaluation
DfTMoqwMHVE	1562	1562	0.0007628145023	B	outer_evaluation
A2E78CGi5TU	1555	1555	0.0007593959994	B	outer_evaluation
QYp0lGhyL6A	1552	1552	0.0007579309267	B	outer_evaluation
j7fRIGphgtk	1537	1537	0.0007506055634	B	outer_evaluation
sn1fEo72gJM	1536	1536	0.0007501172058	B	outer_evaluation
T-vqHR989bM	1534	1534	0.0007491404907	B	outer_evaluation
