mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LV	0.9267898798	1.270268035	-0.5454707524	-0.4459026644	-0.3452409202	1	inner_train
