mode	error_top20_threshold	error_top10_threshold	uncertainty_bottom20_threshold	uncertainty_bottom30_threshold	uncertainty_bottom40_threshold	fixed_error_threshold	fit_role
LAV	0.926901436	1.268837974	-0.5644259354	-0.4596388662	-0.3540156597	1	inner_train
